locusId	sysName	desc	comb	setATCH113 LB	setATCH114 LB	setATCH115 LB	setATCH131 M9	setATCH132 M9	setATCH133 M9	setATCH168 PDB	setATCH169 PDB	setATCH170 PDB	setATCH171 Atlantic	setATCH172 Atlantic	setATCH173 Atlantic	setATCH174 Atlantic	setATCH175 Atlantic	setATCH176 Atlantic	setATCH177 Norland	setATCH178 Norland	setATCH179 Norland	setATCH180 Norland	setATCH181 Norland	setATCH182 Norland	setATCH183 Upstate	setATCH184 Upstate	setATCH185 Upstate	setATCH186 Upstate	setATCH187 Upstate	setATCH188 Upstate	setATCH240 LB	setATCH241 LB	setATCH242 LB	setATCH243 PDB	setATCH244 PDB	setATCH245 PDB	setATCH246 M9	setATCH247 M9	setATCH248 M9
DZA65_RS14470	DZA65_RS14470	hypothetical protein	DZA65_RS14470 hypothetical protein	0.0896043277861329	-0.121466171630249	0.02201425671803	-0.149863554987352	-0.476819600669248	-0.297425205005957	0.16438660311834	-0.0790708685561587	0.107033908665728	0.0322595998785786	-0.221325479773909	0.483265809169381	-0.0958312969598977	0.0033470532391095	-0.325866123704903	0.306285667143503	0.26870386434559	-0.0331021095614591	0.36157821733929	0.123325335542943	0.227308880808272	0.0268270322397919	-0.00495801143260144	0.173260194892045	-0.121645822210816	0.0545657739658302	0.156369963948353	0.0558029407925797	0.102435901517644	0.0700086017039359	-0.133451150578792	-0.140055427482086	-0.265622075414226	-0.139620782919342	-0.126017333577897	0.15451889282988
DZA65_RS14475	DZA65_RS14475	DUF1738 domain-containing protein	DZA65_RS14475 DUF1738 domain-containing protein	-0.105273544750138	0.123254901045274	0.033803986962271	-0.0559620388857166	-0.00175568270617621	-0.056348793125685	-0.196841047602386	-0.20412860109438	-0.302340559267981	-0.210823409653083	-0.054321361734305	-0.0508226392322385	-0.1937097258681	-0.121284471559638	-0.0793046472331853	-0.32933451412937	-0.0180206939652283	0.0956143895693848	-0.00192915769100832	0.0022559025043577	-0.0103278534257173	-0.0892893829447905	-0.0214495970383001	0.0763114366266227	0.0823463400366514	0.0376502705959968	0.0630744883928475	0.0141800705603046	0.0342327672525464	-0.14291325185415	-0.128034876725475	0.0501464870743609	-0.0205089152677242	0.0598795398863536	-0.0301367677250255	0.0380167938338849
DZA65_RS14480	DZA65_RS14480	DUF2971 domain-containing protein	DZA65_RS14480 DUF2971 domain-containing protein	0.0510638636347434	0.0384172922156401	-0.0278590903574263	-0.204106991475579	-0.000804205443823758	-0.0861013680318208	-0.229235094644496	-0.408095480566532	-0.455814587101822	0.472998653872553	-0.152311568076532	-0.122649211022762	-0.330250704720334	0.409217916407465	0.12280849235408	0.553889470424394	0.0281834187661811	-0.0147635673818051	-0.104959794546965	-0.311927597192651	0.282560309181837	0.1210412372098	-0.0349192694845405	-0.281602878497935	-0.293453077354299	0.188256649158834	-0.568144029238244	0.0760320552910783	0.347989744193849	-0.0470700770578272	0.076953056422858	-0.0466523438235944	-0.179334331169071	-0.00894126416195129	0.230110568943521	-0.221820171803159
DZA65_RS14485	DZA65_RS14485	hypothetical protein	DZA65_RS14485 hypothetical protein	0.183366987375603	0.217251682689588	0.199755220687629	0.441975836819447	0.320071587995115	0.102137658005284	0.167487550424077	-0.0848534828794224	-0.0661343108763834	-0.0259795932896215	-0.894044789563789	-0.175874922505611	0.365374762963172	0.384080935900317	0.202326337957823	0.266473762316738	0.0708727223939333	-0.0324794073615102	0.341122261281451	0.139208465772573	-0.215924866665645	0.314359371338798	0.00221664094242374	-0.0363665290852911	0.0276404986952393	0.309527153299983	0.155666735818673	-0.472879685165214	0.111963423248336	0.264211868453566	0.250355403779873	-0.024820286357508	-0.235032903674835	-0.243614009565478	0.183205667031854	0.0222466757811425
DZA65_RS14500	DZA65_RS14500	ISAs1 family transposase	DZA65_RS14500 ISAs1 family transposase	0.0272809963251364	-0.0601216546305712	0.152364256708657	-0.0401783766008965	0.0293534477590348	-0.0779182776412173	-0.122188719232882	-0.503824029336977	-0.340394625557026	0.0289195778143478	-0.0910703774535202	-0.0812824044320863	-0.119736640920682	-0.0758431160195414	0.163913786482067	-0.431346097266642	0.227060673819074	-0.0272282922697055	-0.0040714610752608	0.177985583456706	0.124939168952073	-0.0174908073048274	0.0420545436420015	0.0232548904757865	-0.130779536303266	0.11427053435033	0.0208014224488247	-0.0564559787380372	-0.0575947703693429	-0.0185741653316973	-0.204337676792239	-0.137077059043086	-0.235668583802516	-0.0057211283895775	-0.0183332557651552	0.0358778251490183
DZA65_RS14505	DZA65_RS14505	hypothetical protein	DZA65_RS14505 hypothetical protein	-0.0680181358919776	0.108305110129338	-0.148076359601128	0.02693461588104	-0.290470937224073	-0.572652675389765	-0.599231629988727	-0.152040987164555	-0.775760279167581	-0.0149660931308137	-0.334644119863882	0.144522029405508	-0.124071636107543	-0.00757828310460945	-0.145974529163638	0.0179325119598589	-0.0104636996727681	0.0889139142161744	-0.108680849450811	-0.0762192563933614	-0.0673212176275717	0.0612760874278462	-0.00716421626057512	-0.0578620130633286	0.347515836909842	0.166796591079701	-0.310193975080879	-0.00956810188332846	-0.217795780294129	-0.0856158250363346	-0.379000247813078	-0.329214357864952	-0.303162369811187	-0.00942489544529856	-0.0538532988792126	-0.0125965841134504
DZA65_RS14510	DZA65_RS14510	hypothetical protein	DZA65_RS14510 hypothetical protein	0.140861922513689	0.155627036422748	0.0680067874058513	-0.110824040832138	-0.291381067531693	-0.0569408224197701	-0.27294126273796	-0.488570443762549	-0.197490111053189	0.149972680723337	0.0845270318734306	0.359506334077183	-0.151663105497028	0.036399908258584	0.108402259899307	-0.117292053206429	-0.261396377352814	0.0660993780615962	-0.0451658307091538	0.22934534888088	-0.0523241009395569	-0.0340136657583895	0.353318943457819	0.2386976684621	0.0516739005530834	0.256729144102197	-0.308092610730122	0.0201167015518022	-0.126772930559754	0.105503595154796	0.0892134027708578	-0.0538730826071725	-0.00445638084628008	0.0535712140885416	-0.0218669722645376	0.182361384451811
DZA65_RS14515	DZA65_RS14515	transposase	DZA65_RS14515 transposase	-0.134009637421109	-0.627102583997765	-0.0718422820167898	0.494210654422238	-0.170871114596251	0.32568833676229	-0.251789469270688	-1.27552466415216	-0.829785951716289	-0.526373304496902	-1.31798807395551	-1.20095853808563	0.100642568317696	0.331315484084454	-0.400432181144437	0.140015971998202	-0.372335698260367	-1.27538733078199	-0.771247753489082	-0.359368011618779	0.241345413805787	-0.0836568084079757	-0.814857731115912	0.307794236566232	0.035256180907125	-0.256399248951029	-0.658112524304084	0.428695221370891	-0.402822418975346	-0.240450913022618	-0.0965720378886841	0.0336140185408489	-0.176459064033753	-0.126652760746907	-0.1123723887518	-0.43440657066807
DZA65_RS14520	DZA65_RS14520	IS3 family transposase	DZA65_RS14520 IS3 family transposase	-0.198055066010213	-0.0353543439106559	-0.0324979909551708	-0.0506532026442581	0.117460263207214	-0.134101872771264	-0.0519904116366305	-0.0574799199365731	0.0205050762849099	0.101611977710458	0.0747770788057202	0.035528725138984	-0.0218684379279713	0.038552958414514	-0.0213968283881716	0.0606992082945491	0.0402000537711049	0.0455874783994575	0.00271128513456009	-0.0155564015219421	-0.0835481732192936	0.103797272112265	0.0879438681023974	-0.112259455242417	-0.016838723698216	-0.0800729354584122	0.0503844215141189	-0.0352709007397889	0.0039081298362682	0.00383413789619436	-0.0582169957135725	-0.049134961440735	-0.0270588130166318	-0.0822101891115391	-0.0155306103894954	0.00652018100200658
DZA65_RS14525	DZA65_RS14525	IS3 family transposase	DZA65_RS14525 IS3 family transposase	0.00327625131322096	0.0717945273546665	0.0326316514392439	-0.158538451751291	0.0611166467031475	-0.020343478009806	-0.0487067906708954	-0.0969447213524234	-0.0167535754982847	0.0321750868355005	-0.0180423413426309	-0.0553288506609898	0.0451868026505368	-0.106892847586052	0.01180422153432	-0.0391892212220181	-0.0514664149701125	-0.0921618884095385	-0.0475773131264697	-0.122372747827262	-0.0898966637056537	-0.0576913563943872	0.0433985772665861	-0.0309781777327891	-0.104966232911327	-0.132653121236583	-0.0705762258310558	-0.0271722078996779	-0.133675751385935	-0.00442257475963537	-0.081999329402151	-0.0281390468726315	-0.0260779974390686	-0.024654435688046	-0.12874873785547	-0.0843879098553093
DZA65_RS14530	DZA65_RS14530	alkene reductase	DZA65_RS14530 alkene reductase	0.0595699885588852	0.00253486717793527	-0.0631541534645724	-0.0618614686527305	0.0959571077409241	-0.209531592433451	0.153029322811962	0.21762986654439	0.304949950207291	0.151087971982222	-0.027279254205939	-0.046880027442143	0.145231100718541	0.115897004583382	-0.023622308823271	-0.0702546399231443	-0.0120891796959499	-0.0318325070949523	-0.0533550828211323	0.0211105333265695	-0.0431908409458324	0.0329152989745949	-0.0887581266731773	0.133875594430322	0.0421650940483954	0.170234772345969	-0.03636071742721	-0.0831960128427327	-0.0844186003498917	-0.0826587917741612	-0.109567805507654	-0.0827260006771413	-0.0545433690427706	-0.122413582021815	-0.133526224617669	0.044760008389126
DZA65_RS14535	DZA65_RS14535	LysR family transcriptional regulator	DZA65_RS14535 LysR family transcriptional regulator	0.0310415258528782	-0.0746267142876133	-0.126038752173952	-0.0482745244693397	0.239281599570967	-0.248910217567414	-0.0911335058163326	-0.463908835640719	-0.204026622815492	0.00719364452362187	-0.109649295337379	-0.0158538197529695	-0.120875183251714	0.136289811981772	-0.0446430829602528	-0.117130850420501	-0.326767074697798	-0.0981639582052797	-0.132372346899626	-0.171189179666283	0.0211078057608082	-0.0982220649336824	-0.000786281724629578	-0.0388316563582257	-0.151503481794628	0.00132548897068341	-0.0213144566854035	0.049858657971088	-0.0810099421432571	-0.35342865583345	-0.409191951515391	-0.173282271930926	-0.071562053915486	-0.255809782902002	0.0287431454887709	-0.0904066607366791
DZA65_RS14540	DZA65_RS14540	SnoaL-like domain-containing protein	DZA65_RS14540 SnoaL-like domain-containing protein	0.0129751618777534	-0.168232364422772	-0.123276715822465	0.0294248372370061	0.0509638897530325	0.0319069571106112	0.0622423213834425	-0.150932745146401	-0.00524440464300363	0.00176113904987074	-0.0937763330526288	0.0592758675116916	0.0211750628703686	0.0869070032453854	0.115204364712452	-0.178506686784408	-0.153575731433339	-0.0379681809748541	-0.0317649948809163	-0.00372193750961242	-0.0264742243355789	-0.0202094068964847	-0.0520286268524972	0.0370711238054756	0.000232573614836085	0.021471650093969	-0.103820030353434	0.0419697476030254	0.0292176028132149	0.00298108044901091	-0.0130312055849451	-0.0568167997898377	-0.147199505148847	-0.0182831171053915	-0.135409471998779	-0.0666216300976129
DZA65_RS14545	DZA65_RS14545	TIGR03571 family LLM class oxidoreductase	DZA65_RS14545 TIGR03571 family LLM class oxidoreductase	0.200835278363484	-0.0657675544031903	0.0786880885117483	-0.0695984469508616	0.127363339728368	-0.150453362548245	-0.0907730519612403	-0.11647072889122	-0.125016517987485	0.117894220173816	-0.275909151752583	-0.191577830258336	-0.333708386293253	-0.229432393893151	-0.303686295089713	-0.286034626357337	-0.252111738917394	-0.0988278078734002	-0.157771770164445	-0.216887435130064	-0.264635972737628	-0.127041343591977	-0.173772102543062	-0.132400711509674	-0.336702564395481	-0.153201619402179	-0.100658284252756	-0.092651060164018	-0.00327737900736236	-0.114236895010974	0.00121877884803623	-0.0921656818725876	-0.00161926818236813	-0.00986947030355767	-0.159710221563561	-0.0499408934286391
DZA65_RS14550	DZA65_RS14550	alpha/beta hydrolase	DZA65_RS14550 alpha/beta hydrolase	0.0230891303153054	0.0480587465137659	0.0551494578569729	0.0403366411225028	-0.018558342858308	0.0325160802191371	0.0761121681652704	0.0210188534198252	0.0841002627180645	-0.00479365334270004	-0.0799731654459215	0.175189086713073	0.0845929392254495	0.0149874547471745	-0.133563128496587	-0.0521816176127485	0.0786170835155763	0.0433544482573809	0.0694285772317128	-0.0178163714062549	-0.0576377877976378	-0.0371819676781757	0.170865147187933	-0.0350277578541247	0.116468435948129	0.177487586276053	0.012489182385665	0.00781229030716579	-0.0253925424504728	-0.13373090113343	-0.0793875760084539	-0.138559185256646	-0.0319004573620683	-0.0739204395893571	-0.107664143523679	0.0389828243771838
DZA65_RS14555	DZA65_RS14555	LysR family transcriptional regulator	DZA65_RS14555 LysR family transcriptional regulator	-0.311969377736038	0.00844904114964828	0.0709100313956537	0.203891070189105	-0.0320998488190626	-0.0135581898410115	-0.0573037827327672	-0.0363520339460318	0.04456551190541	0.0360876713892105	-0.0720967432977717	-0.158914094017253	0.337130024452219	0.146293349191551	0.061543251532267	-0.0157043009915456	-0.0249932138758892	0.118171457939298	0.0316290943120363	0.176661425430175	-0.0511706054699316	-0.0774511965946551	0.455760342378655	-0.0501378706742939	-0.0432868327847162	0.11027252733953	0.0788913501300189	-0.0461405355917373	0.000364241529182907	-0.0724893601150531	-0.223728074998191	-0.0356461938836472	0.0744117179037349	-0.1200938847816	-0.00778162102310309	-0.131945241777657
DZA65_RS14560	DZA65_RS14560	helix-turn-helix transcriptional regulator	DZA65_RS14560 helix-turn-helix transcriptional regulator	0.178502887408561	0.147648072379577	0.0733857258318023	0.0731924849160789	-0.00427553577468109	-0.00693501046386791	-0.231499214769062	0.0663958693905215	0.159083481146654	0.02047922880854	-0.0483063921523724	-0.00439353286489419	0.235203291491628	0.231345578828773	0.144345739121086	0.00977572638880297	0.107628318898567	0.0140279574675942	0.13828877264954	0.174430002823402	0.0530947565181208	0.14228528902434	0.15155239820552	0.127431947119072	0.0865781885500878	0.187708536820771	-0.101335181447269	-0.0599440198324943	-0.143185797565445	-0.253385901838289	-0.129693720335199	0.134640178065743	-0.0807978828511655	-0.0723780131314787	0.0912374845613688	0.0428189098584886
DZA65_RS14565	DZA65_RS14565	DsbA family oxidoreductase	DZA65_RS14565 DsbA family oxidoreductase	-0.25205561379393	0.000156909433589369	0.0200327731685186	0.0135865191737949	0.045586736665574	0.0130374905656019	-0.12943144044174	0.0340507167571162	-0.0650557861768867	0.0598188707479702	0.0338692390989768	0.11137595001951	0.0331518023039166	0.105618241833763	-0.147860109246977	-0.0133193675757258	-0.0406893496748802	-0.0916142090104302	-0.107162236041163	0.104493066183584	-0.0712380117608138	-0.0811209892665781	0.170205009050642	0.0840646244968257	-0.0519367737527214	0.225336484692974	-0.129992282277968	-0.0446035238664075	0.0833640214897955	-0.00438236502847245	-0.128508786954628	0.000517200354063885	-0.00770132504879295	-0.154544665307558	0.0814205471880005	-0.0856857503818378
DZA65_RS14570	DZA65_RS14570	carboxylesterase	DZA65_RS14570 carboxylesterase	-0.150731283351664	0.0105708627106593	0.112642036909606	0.0488936927515178	-0.0397539915972075	-0.134855617494729	-0.0876142458483299	-0.01255209470993	0.120360572398406	-0.0666204587361012	0.0446719495294479	0.0642052281339101	0.0593263298897553	0.0912550943055434	0.0736301267064643	0.0851492774658214	-0.00292850748145068	-0.040496885534715	0.0980050367466934	0.0343060671029705	0.0786771137820046	0.0778329459087209	0.058701673564423	0.0452380472332811	-0.0543097756146141	0.165654311364976	0.136305516971808	0.0818887131255184	0.0931322497745106	0.0449097165353596	-0.0651153488711507	-0.0476290109463646	0.023339509771737	-0.0550634926836399	-0.0204349424725614	-0.0600640304616726
DZA65_RS14575	DZA65_RS14575	nuclear transport factor 2 family protein	DZA65_RS14575 nuclear transport factor 2 family protein	-0.167132219956496	-0.153038729043357	-0.11283169035562	-0.270281947739492	-0.194917160016887	0.0441257362980008	-0.250305251508174	-0.09248275995139	-0.180166010734043	0.0932608010911694	-0.109049742663394	0.210433316619255	0.151754381388692	0.0740952319395828	-0.262834038181373	0.155818764635344	-0.111429908141823	-0.0115662431688686	0.0441774695521141	0.0124323764285937	-0.107764683172722	-0.137874912711678	0.0180413989095333	-0.0644834536785304	-0.141067288241715	0.0799522409897832	0.0529765030243551	0.111609061593877	0.0794815356521028	-0.0347326266994326	0.0163599062285353	-0.00205327019675372	-0.140838672353387	0.0614149897472518	0.0181899491957105	-0.00667779661566459
DZA65_RS14580	DZA65_RS14580	MBL fold metallo-hydrolase	DZA65_RS14580 MBL fold metallo-hydrolase	-0.415300572609499	-0.0535144046154224	-0.083181227512609	-0.0921388349933117	-0.0990285582996282	-0.0880853363410827	-0.12879241939828	-0.0515851148598582	-0.0843473887107871	0.0383444074321258	-0.11733857636939	-0.0329897948828993	-0.0231722872701452	0.0989096300481621	0.045187766423033	0.0174334947551756	-0.162257233254419	-0.149561245809675	-0.0232137326939821	-0.0358269827478696	0.125843614168	0.0316088547042875	-0.0528149743326196	0.00393130189686253	0.0145106361711008	-0.0260713105708179	0.0198493652283853	0.00560596212841058	-0.0555235438740691	-0.00251203951407009	0.000550685983543797	-0.103799764337764	0.0287249730645531	-0.0892035039714831	0.00685096929492257	-0.0878114040021922
DZA65_RS14585	DZA65_RS14585	protein disulfide-isomerase	DZA65_RS14585 protein disulfide-isomerase	-0.0261027097755142	-0.201291513417008	-0.249654335450961	-0.137951178779204	-0.0167849203980254	-0.0592906865908178	-0.232157466790923	-0.243248007281234	-0.369674438174157	0.114764986345102	0.240383501211092	-0.104834189774548	-0.0085617338899785	0.0394677921490492	0.0582766586260881	0.0411307079580208	0.222290460374078	-0.000275433856414153	-0.0885324890604055	0.0679767570382669	-0.115170011786987	0.111373305880079	-0.0461555736235136	0.244508651869799	0.00904000026945728	0.171137174634512	0.472199292407535	-0.0368965538043262	0.136835677981106	0.0276114705680754	0.0992799339717436	0.057314026555678	0.0467945019019453	0.118074057012377	-0.0549342224528319	0.167484040053287
DZA65_RS14590	DZA65_RS14590	LysR family transcriptional regulator	DZA65_RS14590 LysR family transcriptional regulator	0.0406328251103703	0.0847698897885308	0.107177214231772	-0.0614827003059498	0.153954722135797	-0.0454875204731535	0.0818395967655802	-0.0146000060486333	0.278787003347723	-0.0103236617238295	-0.0616793775899693	-0.185564300989154	-0.015691598695124	0.0947369612056123	0.252365996392404	-0.163483536185451	-0.256924644281031	-0.0398605463280024	-0.0210006307853151	0.0395188423554618	-0.0894389215968614	-0.0488754145953235	0.0731543687635203	0.0386863403925786	0.0376257752799071	0.183129460566326	-0.0782363754105589	0.00498051292962232	-0.0753944555354467	-0.0787292098570977	-0.0961196561249325	-0.034168978862168	-0.137008970965756	-0.0729873594363686	-0.250259016508826	-0.0363522514618028
DZA65_RS14595	DZA65_RS14595	cupin	DZA65_RS14595 cupin	-0.0972986456276206	-0.0531770164593123	-0.09780515471325	-0.0106291085445832	-0.15464757563925	-0.0645552819755866	-0.202328694411019	-0.129147557274203	-0.170685760572422	0.0813749575198853	0.0818536405999239	0.0238516964245564	-0.0248327948123572	-0.100700847505726	-0.00715582256421143	-0.0285450328048864	-0.0759254913567275	-0.0797442822961457	0.0889802804275802	-0.0437736837156946	-0.106519781792737	-0.0917791051426926	-0.145855154303657	-0.0429581839342685	-0.0935684833743498	-0.00710343157186843	-0.0530342842237884	0.0439943607705577	-0.0180375615440795	-0.00409689212804154	0.0217620800883458	0.0626536111618434	0.15364881823552	0.155617731576871	0.00909414609661119	0.107166886795317
DZA65_RS14600	DZA65_RS14600	porphobilinogen synthase	DZA65_RS14600 porphobilinogen synthase	-0.127974467382948	-0.122440123601778	-0.0770390298794137	-0.0776229715548619	0.000913331907368309	0.0355990980596439	-0.166444492895425	-0.0543883822576022	-0.106286136832588	0.0752772052775197	-0.0700474963705918	0.0717656861246541	-0.0136737061955039	0.103940542937564	0.0257614962875981	-0.100842198666707	-0.08684287951681	0.0530087080996652	-0.0812009703458917	0.0710899355676448	-0.0567704284552729	0.105879474369973	0.0659483634951923	0.0382946912266576	0.110536048227953	0.0929281655073253	0.0481023935288186	-0.0574730878649088	-0.123681005289762	-0.181231944907051	-0.0480158443349401	-0.0198864626467241	0.0178425161966018	-0.0165940566145081	0.0214985611981908	-0.0163408236814319
DZA65_RS14605	DZA65_RS14605	MFS transporter	DZA65_RS14605 MFS transporter	0.00328793617588197	0.00669218985531234	-0.079213529135632	0.0129316284445837	-0.0465142335037745	-0.0711586943575486	-0.0629054422248639	-0.0644466853598828	0.0131772670794112	0.0894346420861454	-0.118161524704935	-0.0552993282568479	-0.0469056048238162	-0.304621220464216	-0.100451881152591	-0.174273504535093	-0.0972815476662083	0.0244314686452911	0.154915688790624	-0.104380074712749	-0.0334259210692372	0.115268800512693	-0.0327080206232064	0.0674707352484789	0.0599762023398072	-0.0265733402147043	-0.0719931587146584	-0.0419803962208274	-0.0375323218524115	-0.0124323831720257	-0.132089406276958	0.0599704763859064	-0.0549183285298755	0.0155909570027941	-0.0857306020325155	-0.117979322000134
DZA65_RS14610	DZA65_RS14610	LysR family transcriptional regulator	DZA65_RS14610 LysR family transcriptional regulator	-0.0336619958141777	0.0183918616172462	-0.0131289732597861	0.0587853544813166	-0.0796181338470195	0.0103904079582442	-0.122436687356795	-0.125376827656457	0.0177798964532286	0.019133336729205	0.0475238916848368	0.189183541285812	-0.0589534535113099	0.0114253392661225	0.0544419566154413	-0.0127637088764745	0.079544250822868	-0.0142806509368022	0.0704124709408074	0.0355712933231347	-0.0179931291889487	0.0498699730990896	-0.0110409136370819	0.16576426622676	0.0498919529289897	-0.0519486607571124	0.232961077669235	-0.0994784410311091	-0.0790258555461363	-0.040888500550059	-0.0310844822433023	-0.188651133777093	-0.162020351672997	-0.198414778328026	-0.275435692666248	-0.172178510306698
DZA65_RS14615	DZA65_RS14615	recombinase family protein	DZA65_RS14615 recombinase family protein	-0.154454669103546	-0.169621104353803	-0.0734309597080551	-0.14002138934457	0.0253082045882437	-0.0178235632214623	-0.0198224626675732	0.138517880383863	0.218886931895044	0.198207816526341	0.0125174223070051	-0.198729931983151	0.0411869975107774	-0.162792194642035	0.122816461294804	0.0784066594094472	0.374931891989255	0.0392962757929226	0.419423163349125	0.042396284360968	0.0596425233289143	0.0579824094787532	0.0376248505089247	-0.180666315080597	0.126592029211	0.233020581129871	-0.113373869426967	-0.033127456362344	0.0993021202454449	-0.0831463420961791	-0.358606572781764	-0.265150741097331	-0.0885540632564776	-0.0920158335094178	-0.150051407593828	0.0867387695137865
DZA65_RS14620	DZA65_RS14620	DUF4158 domain-containing protein	DZA65_RS14620 DUF4158 domain-containing protein	-0.00159835774253336	-0.0103465575576616	-0.0210049689708602	0.0223840997515761	-0.0301401693544754	-0.0121064936582937	0.0579277527057921	-0.169455158384599	-0.0786418448729679	-0.0270523270122882	0.0175356325470705	-0.120973525995409	-0.0995599348407462	0.0791529000245391	-0.0489135423941903	-0.0748383126244354	-0.107804169683995	-0.0392803139339279	0.015817310893073	-0.249401786441247	-0.077967824940554	0.0523331152638878	-0.129389149212862	-0.167359326509287	-0.166922947721823	-0.0578915018197425	-0.0591118813465948	-0.197135039753056	-0.107119634290727	-0.0282364068266157	-0.107913537713238	-0.114750786298351	0.0139954004152125	-0.0714817776946134	-0.139254824522164	-0.103167348839309
DZA65_RS14625	DZA65_RS14625	YbfB/YjiJ family MFS transporter	DZA65_RS14625 YbfB/YjiJ family MFS transporter	-0.00467698186605414	-0.0890987644905583	0.0182878503218951	0.0717284630152534	0.0150826026900531	-0.0407272464775454	0.0509110974471929	0.0631292292744841	0.137043260823671	0.070630621518424	-0.012233223611042	0.202270676947927	0.150070240490101	-0.0145745470751779	0.111210632958838	0.0755711961639215	-0.0233887993352392	0.122597606376259	0.144112438721239	0.0850968034087802	0.209185344742204	0.168633247447847	0.206415249988812	0.198905209129535	-0.0279031473867564	-0.0988687347239116	0.112107760562584	0.0999999474924476	0.00730974722923028	0.0636343815612832	0.0760798995667524	-0.169188889653511	-0.00273054111577475	-0.00787019685676238	0.0658233509809056	0.00535221738673153
DZA65_RS14630	DZA65_RS14630	LysR family transcriptional regulator	DZA65_RS14630 LysR family transcriptional regulator	0.177474706799101	-0.016644938277026	0.00389425853575986	0.0868533961880896	-0.0192035620510301	0.0849361984989401	-0.115731564988693	0.0766737842875617	-0.18709165006324	-0.0196843979014615	-0.273828030063232	0.252298308436698	0.0715870439772497	0.0601669125135055	0.11996144761695	-0.11895386504635	0.0178261789230777	-0.0302098362651737	-0.0708691408568483	-0.01028369357812	0.0688808904808332	0.110820844288392	-0.0980172735809315	-0.102708733476721	0.179071287188979	-0.0789498027143665	-0.0953267191867881	0.0263012073903728	0.0253182219165824	-0.00473234005633771	0.00571725842361204	-0.14963565274145	-0.0943822143138808	-0.0374889833324082	-0.038672553088218	-0.0966197374743704
DZA65_RS14640	DZA65_RS14640	helix-turn-helix transcriptional regulator	DZA65_RS14640 helix-turn-helix transcriptional regulator	-0.230560674409528	-0.0566735338496275	-0.171851065100563	-0.168950001209183	0.197788281472584	0.326857548052754	0.162034727116441	-1.02211280339686	-0.00207976911318769	0.259431490171301	0.00954724832805148	-0.0703413902249739	0.237772526237431	0.211407090479451	-0.680238669822387	0.348031531701983	0.0612692115235221	-0.0604154601711194	0.173297887653107	-0.211854551803931	-0.0216188867213365	0.0923836906191102	0.229818218042691	0.0448807164228741	-0.185613269648164	-0.138403610437524	-0.0610822356424183	-0.27550875844472	-0.309843589119982	-0.104068805795994	-0.0954599623514973	-0.154110678635746	-0.438322934984781	0.0226184225881412	0.288579505718942	0.108219701669303
DZA65_RS14645	DZA65_RS14645	hypothetical protein	DZA65_RS14645 hypothetical protein	-0.0438478149540367	0.0720262929340234	-0.252158378451005	0.113459492361455	-0.207793412947557	-0.0407794424046501	-0.398684587917769	-0.169319269469634	0.128907095935271	-0.242164270719037	-0.124756120133085	-0.230126836246933	0.0315032169904641	-0.268886890096682	-0.0732029824496985	0.174173051214523	0.257116657115721	-0.343927647597917	0.208836190969457	-0.258012096648893	-0.279090795227898	-0.0016985336493982	0.106201854052	-0.237183866734537	-0.0928242552084045	0.0944929939689403	0.133147661396935	-0.0441312892784798	0.0367164579956549	-0.235231388384024	-0.0487882493050864	0.0293138184835773	0.0209673178156291	-0.0874891886526903	0.0445694759721015	-0.362799504504101
DZA65_RS14650	DZA65_RS14650	NAD(P)-binding domain-containing protein	DZA65_RS14650 NAD(P)-binding domain-containing protein	-0.058541699676788	0.270941474602387	0.0171720171473653	0.234358549786177	0.164895359183086	0.0657985425702412	-0.0190069817683552	0.0650615529773988	-0.0628650825968415	0.183638021379557	0.216584435880208	0.0736437108496646	-0.0620534238771884	0.0486474491635817	0.073700374667704	-0.125414995544861	0.117091856617228	0.0752645354680839	0.0679890917989719	-0.144428256793125	-0.0233884804272168	-0.000407840678532223	0.140550859572515	0.0231792274668178	-0.0465240005828503	-0.0938957312041603	-0.050472981643343	0.122780867344283	0.207295887733419	-0.0881298143195766	0.162731727916724	0.154758592450643	0.0363331003187524	0.109243111650432	-0.0284462379991939	-0.0577766694816199
DZA65_RS14655	DZA65_RS14655	pirin family protein	DZA65_RS14655 pirin family protein	0.0489815704097722	-0.0793874467858617	-0.246806272700051	-0.0758256256703038	-0.0778739448571713	-0.200516247200327	-0.228630165395331	-0.113035410208648	-0.0750488670381393	-0.0133976666823705	-0.183499527711462	-0.312246266671068	-0.152663731090611	-0.21315443941595	-0.0954474664159566	-0.0275999669465815	-0.0281824253986098	-0.0900826677553671	-0.0980374719551837	-0.0372436749260567	-0.0334576010094167	-0.0314229174586698	-0.0625443673244858	-0.175233158124315	-0.0690114973219631	-0.301970353951283	-0.132790168439134	0.100396065345361	-0.0872325771551505	-0.0938806767557547	0.143306836547711	-0.0740467648576586	-0.0183257231381104	-0.0157029467300612	-0.208401580558579	-0.0702005950857654
