	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23
group_02533	1	1	1
group_02534	1	1	1
group_02535	1	1	1
group_02536	1	1	1
group_02537	1	1	1
group_02538	1	1	1
group_02539	1	1	1
group_02540	1	1	1
group_02541	1	1	1
group_02542	1	1	1
group_02543	1	1	1
group_02544	1	1	1
group_02545	1	1	1
group_02546	1	1	1
group_02547	1	1	1
group_02548	1	1	1
group_02549	1	1	1
group_02550	1	1	1
group_02551	1	1	1
group_02552	1	1	1
group_02553	1	1	1
group_02554	1	1	1
group_02555	1	1	1
group_02556	1	1	1
group_02557	1	1	1
group_02558	1	1	1
group_02559	1	1	1
group_02560	1	1	1
group_02561	1	1	1
group_02562	1	1	1
group_02563	1	1	1
group_02564	1	1	1
group_02565	1	1	1
group_02566	1	1	1
group_02567	1	1	1
group_02568	1	1	1
group_02569	1	1	1
group_02570	1	1	1
group_02571	1	1	1
group_02572	1	1	1
group_02573	1	1	1
group_02574	1	1	1
group_02575	1	1	1
group_02576	1	1	1
group_02577	1	1	1
group_02578	1	1	1
group_02579	1	1	1
group_02580	1	1	1
group_02581	1	1	1
group_02582	1	1	1
group_02583	1	1	1
group_02584	1	1	1
group_02585	1	1	1
group_02586	1	1	1
group_02587	1	1	1
group_02588	1	1	1
group_02589	1	1	1
group_02590	1	1	1
group_02591	1	1	1
group_02592	1	1	1
group_02593	1	1	1
group_02594	1	1	1
group_02595	1	1	1
group_02596	1	1	1
group_02597	1	1	1
group_02598	1	1	1
group_02599	1	1	1
group_02600	1	1	1
group_02601	1	1	1
group_02602	1	1	1
group_02603	1	1	1
group_02604	1	1	1
group_02605	1	1	1
group_02606	1	1	1
group_02607	1	1	1
group_02608	1	1	1
group_02609	1	1	1
group_02610	1	1	1
group_02611	1	1	1
group_02612	1	1	1
group_02613	1	1	1
group_02614	1	1	1
group_02615	1	1	1
group_02616	1	1	1
group_02617	1	1	1
group_02618	1	1	1
group_02619	1	1	1
group_02620	1	1	1
group_02621	1	1	1
group_02622	1	1	1
group_02623	1	1	1
group_02624	1	1	1
group_02625	1	1	1
group_02626	1	1	1
group_02627	1	1	1
group_02628	1	1	1
group_02629	1	1	1
group_02630	1	1	1
group_02631	1	1	1
group_02632	1	1	1
group_02633	1	1	1
group_02634	1	1	1
group_02635	1	1	1
group_02636	1	1	1
group_02637	1	1	1
group_02638	1	1	1
group_02639	1	1	1
group_02640	1	1	1
group_02641	1	1	1
group_02642	1	1	1
group_02643	1	1	1
group_02644	1	1	1
group_02645	1	1	1
group_02646	1	1	1
group_02647	1	1	1
group_02648	1	1	1
group_02649	1	1	1
group_02650	1	1	1
group_02651	1	1	1
group_02652	1	1	1
group_02653	1	1	1
group_02654	1	1	1
group_02655	1	1	1
group_02656	1	1	1
group_02657	1	1	1
group_02658	1	1	1
group_02659	1	1	1
group_02660	1	1	1
group_02661	1	1	1
group_02662	1	1	1
group_02663	1	1	1
group_02664	1	1	1
group_02665	1	1	1
group_02666	1	1	1
group_02667	1	1	1
group_02668	1	1	1
group_02669	1	1	1
group_02670	1	1	1
group_02671	1	1	1
group_02672	1	1	1
group_02673	1	1	1
group_02674	1	1	1
group_02675	1	1	1
group_02676	1	1	1
group_02677	1	1	1
group_02678	1	1	1
group_02679	1	1	1
group_02680	1	1	1
group_02681	1	1	1
group_02682	1	1	1
group_02683	1	1	1
group_02684	1	1	1
group_02685	1	1	1
group_02686	1	1	1
group_02687	1	1	1
group_02688	1	1	1
group_02689	1	1	1
group_02690	1	1	1
group_02691	1	1	1
group_02692	1	1	1
group_02693	1	1	1
group_02694	1	1	1
group_02695	1	1	1
group_02696	1	1	1
group_02697	1	1	1
group_02698	1	1	1
group_02699	1	1	1
group_02700	1	1	1
group_02701	1	1	1
group_02702	1	1	1
group_02703	1	1	1
group_02704	1	1	1
group_02705	1	1	1
group_02706	1	1	1
group_02707	1	1	1
group_02708	1	1	1
group_02709	1	1	1
group_02710	1	1	1
group_02711	1	1	1
group_02712	1	1	1
group_02713	1	1	1
group_02714	1	1	1
group_02715	1	1	1
group_02716	1	1	1
group_02717	1	1	1
group_02718	1	1	1
group_02719	1	1	1
group_02720	1	1	1
group_02721	1	1	1
group_02722	1	1	1
group_02723	1	1	1
group_02724	1	1	1
group_02725	1	1	1
group_02726	1	1	1
group_02727	1	1	1
group_02728	1	1	1
group_02729	1	1	1
group_02730	1	1	1
group_02731	1	1	1
group_02732	1	1	1
group_02733	1	1	1
group_02734	1	1	1
group_02735	1	1	1
group_02736	1	1	1
group_02737	1	1	1
group_02738	1	1	1
group_02739	1	1	1
group_02740	1	1	1
group_02741	1	1	1
group_02742	1	1	1
group_02743	1	1	1
group_02744	1	1	1
group_02745	1	1	1
group_02746	1	1	1
group_02747	1	1	1
group_02748	1	1	1
group_02749	1	1	1
group_02750	1	1	1
group_02751	1	1	1
group_02752	1	1	1
group_02753	1	1	1
group_02754	1	1	1
group_02755	1	1	1
group_02756	1	1	1
group_02757	1	1	1
group_02758	1	1	1
group_02759	1	1	1
group_02760	1	1	1
group_02761	1	1	1
group_02762	1	1	1
group_02763	1	1	1
group_02764	1	1	1
group_02765	1	1	1
group_02766	1	1	1
group_02767	1	1	1
group_02768	1	1	1
group_02769	1	1	1
group_02770	1	1	1
group_02771	1	1	1
group_02772	1	1	1
group_02773	1	1	1
group_02774	1	1	1
group_02775	1	1	1
group_02776	1	1	1
group_02777	1	1	1
group_02778	1	1	1
group_02779	1	1	1
group_02780	1	1	1
group_02781	1	1	1
group_02782	1	1	1
group_02783	1	1	1
group_02784	1	1	1
group_02785	1	1	1
group_02786	1	1	1
group_02787	1	1	1
group_02788	1	1	1
group_02789	1	1	1
group_02790	1	1	1
group_02791	1	1	1
group_02792	1	1	1
group_02793	1	1	1
group_02794	1	1	1
group_02795	1	1	1
group_02796	1	1	1
group_02797	1	1	1
group_02798	1	1	1
group_02799	1	1	1
group_02800	1	1	1
group_02801	1	1	1
group_02802	1	1	1
group_02803	1	1	1
group_02804	1	1	1
group_02805	1	1	1
group_02806	1	1	1
group_02807	1	1	1
group_02808	1	1	1
group_02809	1	1	1
group_02810	1	1	1
group_02811	1	1	1
group_02812	1	1	1
group_02813	1	1	1
group_02814	1	1	1
group_02815	1	1	1
group_02816	1	1	1
group_02817	1	1	1
group_02818	1	1	1
group_02819	1	1	1
group_02820	1	1	1
group_02821	1	1	1
group_02822	1	1	1
group_02823	1	1	1
group_02824	1	1	1
group_02825	1	1	1
group_02826	1	1	1
group_02827	1	1	1
group_02828	1	1	1
group_02829	1	1	1
group_02830	1	1	1
group_02831	1	1	1
group_02832	1	1	1
group_02833	1	1	1
group_02834	1	1	1
group_02835	1	1	1
group_02836	1	1	1
group_02837	1	1	1
group_02838	1	1	1
group_02839	1	1	1
group_02840	1	1	1
group_02841	1	1	1
group_02842	1	1	1
group_02843	1	1	1
group_02844	1	1	1
group_02845	1	1	1
group_02846	1	1	1
group_02847	1	1	1
group_02848	1	1	1
group_02849	1	1	1
group_02850	1	1	1
group_02851	1	1	1
group_02852	1	1	1
group_02853	1	1	1
group_02854	1	1	1
group_02855	1	1	1
group_02856	1	1	1
group_02857	1	1	1
group_02858	1	1	1
group_02859	1	1	1
group_02860	1	1	1
group_02861	1	1	1
group_02862	1	1	1
group_02863	1	1	1
group_02864	1	1	1
group_02865	1	1	1
group_02866	1	1	1
group_02867	1	1	1
group_02868	1	1	1
group_02869	1	1	1
group_02870	1	1	1
group_02871	1	1	1
group_02872	1	1	1
group_02873	1	1	1
group_02874	1	1	1
group_02875	1	1	1
group_02876	1	1	1
group_02877	1	1	1
group_02878	1	1	1
group_02879	1	1	1
group_02880	1	1	1
group_02881	1	1	1
group_02882	1	1	1
group_02883	1	1	1
group_02884	1	1	1
group_02885	1	1	1
group_02886	1	1	1
group_02887	1	1	1
group_02888	1	1	1
group_02889	1	1	1
group_02890	1	1	1
group_02891	1	1	1
group_02892	1	1	1
group_02893	1	1	1
group_02894	1	1	1
group_02895	1	1	1
group_02896	1	1	1
group_02897	1	1	1
group_02898	1	1	1
group_02899	1	1	1
group_02900	1	1	1
group_02901	1	1	1
group_02902	1	1	1
group_02903	1	1	1
group_02904	1	1	1
group_02905	1	1	1
group_02906	1	1	1
group_02907	1	1	1
group_02908	1	1	1
group_02909	1	1	1
group_02910	1	1	1
group_02911	1	1	1
group_02912	1	1	1
group_02913	1	1	1
group_02914	1	1	1
group_02915	1	1	1
group_02916	1	1	1
group_02917	1	1	1
group_02918	1	1	1
group_02919	1	1	1
group_02920	1	1	1
group_02921	1	1	1
group_02922	1	1	1
group_02923	1	1	1
group_02924	1	1	1
group_02925	1	1	1
group_02926	1	1	1
group_02927	1	1	1
group_02928	1	1	1
group_02929	1	1	1
group_02930	1	1	1
group_02931	1	1	1
group_02932	1	1	1
group_02933	1	1	1
group_02934	1	1	1
group_02935	1	1	1
group_02936	1	1	1
group_02937	1	1	1
group_02938	1	1	1
group_02939	1	1	1
group_02940	1	1	1
group_02941	1	1	1
group_02942	1	1	1
group_02943	1	1	1
group_02944	1	1	1
group_02945	1	1	1
group_02946	1	1	1
group_02947	1	1	1
group_02948	1	1	1
group_02949	1	1	1
group_02950	1	1	1
group_02951	1	1	1
group_02952	1	1	1
group_02953	1	1	1
group_02954	1	1	1
group_02955	1	1	1
group_02956	1	1	1
group_02957	1	1	1
group_02958	1	1	1
group_02959	1	1	1
group_02960	1	1	1
group_02961	1	1	1
group_02962	1	1	1
group_02963	1	1	1
group_02964	1	1	1
group_02965	1	1	1
group_02966	1	1	1
group_02967	1	1	1
group_02968	1	1	1
group_02969	1	1	1
group_02970	1	1	1
group_02971	1	1	1
group_02972	1	1	1
group_02973	1	1	1
group_02974	1	1	1
group_02975	1	1	1
group_02976	1	1	1
group_02977	1	1	1
group_02978	1	1	1
group_02979	1	1	1
group_02980	1	1	1
group_02981	1	1	1
group_02982	1	1	1
group_02983	1	1	1
group_02984	1	1	1
group_02985	1	1	1
group_02986	1	1	1
group_02987	1	1	1
group_02988	1	1	1
group_02989	1	1	1
group_02990	1	1	1
group_02991	1	1	1
group_02992	1	1	1
group_02993	1	1	1
group_02994	1	1	1
group_02995	1	1	1
group_02996	1	1	1
group_02997	1	1	1
group_02998	1	1	1
group_02999	1	1	1
group_03000	1	1	1
group_03001	1	1	1
group_03002	1	1	1
group_03003	1	1	1
group_03004	1	1	1
group_03005	1	1	1
group_03006	1	1	1
group_03007	1	1	1
group_03008	1	1	1
group_03009	1	1	1
group_03010	1	1	1
group_03011	1	1	1
group_03012	1	1	1
group_03013	1	1	1
group_03014	1	1	1
group_03015	1	1	1
group_03016	1	1	1
group_03017	1	1	1
group_03018	1	1	1
group_03019	1	1	1
group_03020	1	1	1
group_03021	1	1	1
group_03022	1	1	1
group_03023	1	1	1
group_03024	1	1	1
group_03025	1	1	1
group_03026	1	1	1
group_03027	1	1	1
group_03028	1	1	1
group_03029	1	1	1
group_03030	1	1	1
group_03031	1	1	1
group_03032	1	1	1
group_03033	1	1	1
group_03034	1	1	1
group_03035	1	1	1
group_03036	1	1	1
group_03037	1	1	1
group_03038	1	1	1
group_03039	1	1	1
group_03040	1	1	1
group_03041	1	1	1
group_03042	1	1	1
group_03043	1	1	1
group_03044	1	1	1
group_03045	1	2	0
group_03046	1	1	1
group_03047	1	1	1
group_03048	1	1	1
group_03049	1	1	1
group_03050	1	1	1
group_03051	1	1	1
group_03052	1	1	1
group_03053	1	1	1
group_03054	1	1	1
group_03055	1	1	1
group_03056	1	1	1
group_03057	1	1	1
group_03058	1	1	1
group_03059	1	1	1
group_03060	1	1	1
group_03061	1	1	1
group_03062	1	1	1
group_03063	1	1	1
group_03064	1	1	1
group_03065	1	1	1
group_03066	1	1	1
group_03067	1	1	1
group_03068	1	1	1
group_03069	1	1	1
group_03070	1	1	1
group_03071	1	1	1
group_03072	1	1	1
group_03073	1	1	1
group_03074	1	1	1
group_03075	1	1	1
group_03076	1	1	1
group_03077	1	1	1
group_03078	1	1	1
group_03079	1	1	1
group_03080	1	1	1
group_03081	1	1	1
group_03082	1	1	1
group_03083	1	1	1
group_03084	1	1	1
group_03085	1	1	1
group_03086	1	1	1
group_03087	1	1	1
group_03088	1	1	1
group_03089	1	1	1
group_03090	1	1	1
group_03091	1	1	1
group_03092	1	1	1
group_03093	1	1	1
group_03094	1	1	1
group_03095	1	1	1
group_03096	1	1	1
group_03097	1	1	1
group_03098	1	1	1
group_03099	1	1	1
group_03100	1	1	1
group_03101	1	1	1
group_03102	1	1	1
group_03103	1	1	1
group_03104	1	1	1
group_03105	1	1	1
group_03106	1	1	1
group_03107	1	1	1
group_03108	1	1	1
group_03109	1	1	1
group_03110	1	1	1
group_03111	1	1	1
group_03112	1	1	1
group_03113	1	1	1
group_03114	1	1	1
group_03115	1	1	1
group_03116	1	1	1
group_03117	1	1	1
group_03118	1	1	1
group_03119	1	1	1
group_03120	1	1	1
group_03121	1	1	1
group_03122	1	1	1
group_03123	1	1	1
group_03124	1	1	1
group_03125	1	1	1
group_03126	1	1	1
group_03127	1	1	1
group_03128	1	1	1
group_03129	1	1	1
group_03130	1	1	1
group_03131	1	1	1
group_03132	1	1	1
group_03133	1	1	1
group_03134	1	1	1
group_03135	1	1	1
group_03136	1	1	1
group_03137	1	1	1
group_03138	1	1	1
group_03139	1	1	1
group_03140	1	1	1
group_03141	1	1	1
group_03142	1	1	1
group_03143	1	1	1
group_03144	1	1	1
group_03145	1	1	1
group_03146	1	1	1
group_03147	1	1	1
group_03148	1	1	1
group_03149	1	1	1
group_03150	1	1	1
group_03151	1	1	1
group_03152	1	1	1
group_03153	1	1	1
group_03154	1	1	1
group_03155	1	1	1
group_03156	1	1	1
group_03157	1	1	1
group_03158	1	1	1
group_03159	1	1	1
group_03160	1	1	1
group_03161	1	1	1
group_03162	1	1	1
group_03163	1	1	1
group_03164	1	1	1
group_03165	1	1	1
group_03166	1	1	1
group_03167	1	1	1
group_03168	1	1	1
group_03169	1	1	1
group_03170	1	1	1
group_03171	1	1	1
group_03172	1	1	1
group_03173	1	1	1
group_03174	1	1	1
group_03175	1	1	1
group_03176	1	1	1
group_03177	1	1	1
group_03178	1	1	1
group_03179	1	1	1
group_03180	1	1	1
group_03181	1	1	1
group_03182	1	1	1
group_03183	1	1	1
group_03184	1	1	1
group_03185	1	1	1
group_03186	1	1	1
group_03187	1	1	1
group_03188	1	1	1
group_03189	1	1	1
group_03190	1	1	1
group_03191	1	1	1
group_03192	1	1	1
group_03193	1	1	1
group_03194	1	1	1
group_03195	1	1	1
group_03196	1	1	1
group_03197	1	1	1
group_03198	1	1	1
group_03199	1	1	1
group_03200	1	1	1
group_03201	1	1	1
group_03202	1	1	1
group_03203	1	1	1
group_03204	1	1	1
group_03205	1	1	1
group_03206	1	1	1
group_03207	1	1	1
group_03208	1	1	1
group_03209	1	1	1
group_03210	1	1	1
group_03211	1	1	1
group_03212	1	1	1
group_03213	1	1	1
group_03214	1	1	1
group_03215	1	1	1
group_03216	1	1	1
group_03217	1	1	1
group_03218	1	1	1
group_03219	1	1	1
group_03220	1	1	1
group_03221	1	1	1
group_03222	1	1	1
group_03223	1	1	1
group_03224	1	1	1
group_03225	1	1	1
group_03226	1	1	1
group_03227	1	1	1
group_03228	1	1	1
group_03229	1	1	1
group_03230	1	1	1
group_03231	1	1	1
group_03232	1	1	1
group_03233	1	1	1
group_03234	1	1	1
group_03235	1	1	1
group_03236	1	1	1
group_03237	1	1	1
group_03238	1	1	1
group_03239	1	1	1
group_03240	1	1	1
group_03241	1	1	1
group_03242	1	1	1
group_03243	1	1	1
group_03244	1	1	1
group_03245	1	1	1
group_03246	1	1	1
group_03247	1	1	1
group_03248	1	1	1
group_03249	1	1	1
group_03250	1	1	1
group_03251	1	1	1
group_03252	1	1	1
group_03253	1	1	1
group_03254	1	1	1
group_03255	1	1	1
group_03256	1	1	1
group_03257	1	1	1
group_03258	1	1	1
group_03259	1	1	1
group_03260	1	1	1
group_03261	1	1	1
group_03262	1	1	1
group_03263	1	1	1
group_03264	1	1	1
group_03265	1	1	1
group_03266	1	1	1
group_03267	1	1	1
group_03268	1	1	1
group_03269	1	1	1
group_03270	1	1	1
group_03271	1	1	1
group_03272	1	1	1
group_03273	1	1	1
group_03274	1	1	1
group_03275	1	1	1
group_03276	1	1	1
group_03277	1	1	1
group_03278	1	1	1
group_03279	1	1	1
group_03280	1	1	1
group_03281	1	1	1
group_03282	1	1	1
group_03283	1	1	1
group_03284	1	1	1
group_03285	1	1	1
group_03286	1	1	1
group_03287	1	1	1
group_03288	1	1	1
group_03289	1	1	1
group_03290	1	1	1
group_03291	1	1	1
group_03292	1	1	1
group_03293	1	1	1
group_03294	1	1	1
group_03295	1	1	1
group_03296	1	1	1
group_03297	1	1	1
group_03298	1	1	1
group_03299	1	1	1
group_03300	1	1	1
group_03301	1	1	1
group_03302	1	1	1
group_03303	1	1	1
group_03304	1	1	1
group_03305	1	1	1
group_03306	1	1	1
group_03307	1	1	1
group_03308	1	1	1
group_03309	1	1	1
group_03310	1	1	1
group_03311	1	1	1
group_03312	1	1	1
group_03313	1	1	1
group_03314	1	1	1
group_03315	1	1	1
group_03316	1	1	1
group_03317	1	1	1
group_03318	1	1	1
group_03319	1	1	1
group_03320	1	1	1
group_03321	1	1	1
group_03322	1	1	1
group_03323	1	1	1
group_03324	1	1	1
group_03325	1	1	1
group_03326	1	1	1
group_03327	1	1	1
group_03328	1	1	1
group_03329	1	1	1
group_03330	1	1	1
group_03331	0	2	1
group_03332	0	2	1
group_03333	1	1	1
group_03334	2	0	1
group_03335	1	0	2
group_03336	1	0	2
group_03337	1	1	0
group_03338	1	1	0
group_03339	1	1	0
group_03340	1	1	0
group_03341	1	1	0
group_03342	1	1	0
group_03343	1	1	0
group_03344	1	1	0
group_03345	1	1	0
group_03346	1	1	0
group_03347	1	1	0
group_03348	1	1	0
group_03349	1	1	0
group_03350	1	1	0
group_03351	1	1	0
group_03352	1	1	0
group_03353	1	1	0
group_03354	1	1	0
group_03355	1	1	0
group_03356	1	1	0
group_03357	1	1	0
group_03358	1	1	0
group_03359	1	1	0
group_03360	1	1	0
group_03361	1	1	0
group_03362	1	1	0
group_03363	1	1	0
group_03364	1	1	0
group_03365	1	1	0
group_03366	1	1	0
group_03367	1	1	0
group_03368	1	1	0
group_03369	1	1	0
group_03370	1	1	0
group_03371	1	1	0
group_03372	1	1	0
group_03373	1	1	0
group_03374	1	1	0
group_03375	1	1	0
group_03376	1	1	0
group_03377	1	1	0
group_03378	1	1	0
group_03379	1	1	0
group_03380	1	1	0
group_03381	1	1	0
group_03382	1	1	0
group_03383	1	1	0
group_03384	1	1	0
group_03385	1	1	0
group_03386	1	1	0
group_03387	1	1	0
group_03388	1	1	0
group_03389	1	1	0
group_03390	1	1	0
group_03391	1	1	0
group_03392	1	1	0
group_03393	1	1	0
group_03394	1	1	0
group_03395	1	1	0
group_03396	1	1	0
group_03397	1	1	0
group_03398	1	0	1
group_03399	0	1	1
group_03400	1	1	0
group_03401	1	1	0
group_03402	1	1	0
group_03403	1	1	0
group_03404	1	1	0
group_03405	1	1	0
group_03406	1	1	0
group_03407	1	1	0
group_03408	1	1	0
group_03409	1	1	0
group_03410	1	1	0
group_03411	1	1	0
group_03412	1	1	0
group_03413	1	1	0
group_03414	1	1	0
group_03415	1	1	0
group_03416	1	1	0
group_03417	1	1	0
group_03418	1	1	0
group_03419	1	1	0
group_03420	1	1	0
group_03421	1	1	0
group_03422	1	1	0
group_03423	1	1	0
group_03424	1	1	0
group_03425	1	1	0
group_03426	1	1	0
group_03427	1	1	0
group_03428	1	0	1
group_03429	0	1	1
group_03430	1	1	0
group_03431	1	1	0
group_03432	1	1	0
group_03433	1	1	0
group_03434	1	1	0
group_03435	1	1	0
group_03436	1	1	0
group_03437	1	1	0
group_03438	1	1	0
group_03439	1	1	0
group_03440	1	1	0
group_03441	1	1	0
group_03442	1	1	0
group_03443	1	1	0
group_03444	1	1	0
group_03445	1	1	0
group_03446	1	1	0
group_03447	1	1	0
group_03448	1	1	0
group_03449	1	1	0
group_03450	1	1	0
group_03451	1	1	0
group_03452	1	1	0
group_03453	1	1	0
group_03454	1	1	0
group_03455	1	1	0
group_03456	1	1	0
group_03457	1	1	0
group_03458	1	1	0
group_03459	1	1	0
group_03460	1	1	0
group_03461	1	1	0
group_03462	1	1	0
group_03463	1	1	0
group_03464	1	1	0
group_03465	1	1	0
group_03466	1	1	0
group_03467	1	1	0
group_03468	1	1	0
group_03469	1	0	1
group_03470	0	1	1
group_03471	1	1	0
group_03472	1	1	0
group_03473	1	1	0
group_03474	1	1	0
group_03475	1	1	0
group_03476	1	1	0
group_03477	1	1	0
group_03478	1	1	0
group_03479	1	0	1
group_03480	0	1	1
group_03481	1	1	0
group_03482	1	1	0
group_03483	1	1	0
group_03484	1	1	0
group_03485	1	1	0
group_03486	1	1	0
group_03487	1	1	0
group_03488	1	1	0
group_03489	1	1	0
group_03490	1	1	0
group_03491	1	1	0
group_03492	1	0	1
group_03493	0	1	1
group_03494	1	1	0
group_03495	0	1	1
group_03496	0	1	1
group_03497	0	1	1
group_03498	0	1	1
group_03499	0	1	1
group_03500	0	1	1
group_03501	0	1	1
group_03502	0	1	1
group_03503	0	1	1
group_03504	0	1	1
group_03505	0	1	1
group_03506	0	1	1
group_03507	0	1	1
group_03508	0	1	1
group_03509	0	1	1
group_03510	0	1	1
group_03511	0	1	1
group_03512	0	1	1
group_03513	0	1	1
group_03514	0	1	1
group_03515	0	1	1
group_03516	0	1	1
group_03517	0	1	1
group_03518	0	1	1
group_03519	0	1	1
group_03520	0	1	1
group_03521	0	1	1
group_03522	0	1	1
group_03523	0	1	1
group_03524	0	1	1
group_03525	0	1	1
group_03526	0	1	1
group_03527	0	1	1
group_03528	0	1	1
group_03529	0	1	1
group_03530	0	1	1
group_03531	0	1	1
group_03532	0	1	1
group_03533	0	1	1
group_03534	0	1	1
group_03535	0	1	1
group_03536	0	1	1
group_03537	0	1	1
group_03538	0	1	1
group_03539	0	1	1
group_03540	0	1	1
group_03541	0	1	1
group_03542	0	1	1
group_03543	0	1	1
group_03544	0	1	1
group_03545	0	1	1
group_03546	0	1	1
group_03547	0	1	1
group_03548	0	1	1
group_03549	0	1	1
group_03550	0	1	1
group_03551	0	1	1
group_03552	0	1	1
group_03553	0	1	1
group_03554	0	1	1
group_03555	0	1	1
group_03556	0	1	1
group_03557	0	1	1
group_03558	0	1	1
group_03559	0	1	1
group_03560	0	1	1
group_03561	0	1	1
group_03562	0	1	1
group_03563	0	1	1
group_03564	0	1	1
group_03565	0	1	1
group_03566	0	1	1
group_03567	0	1	1
group_03568	0	1	1
group_03569	0	1	1
group_03570	0	1	1
group_03571	0	1	1
group_03572	0	1	1
group_03573	0	1	1
group_03574	0	1	1
group_03575	0	1	1
group_03576	0	1	1
group_03577	0	1	1
group_03578	0	1	1
group_03579	0	1	1
group_03580	0	1	1
group_03581	0	1	1
group_03582	0	1	1
group_03583	0	1	1
group_03584	0	1	1
group_03585	0	1	1
group_03586	0	1	1
group_03587	0	1	1
group_03588	0	1	1
group_03589	0	1	1
group_03590	0	1	1
group_03591	0	1	1
group_03592	0	1	1
group_03593	0	1	1
group_03594	0	1	1
group_03595	0	1	1
group_03596	0	1	1
group_03597	0	1	1
group_03598	0	1	1
group_03599	0	1	1
group_03600	0	1	1
group_03601	0	1	1
group_03602	0	1	1
group_03603	0	1	1
group_03604	0	1	1
group_03605	0	1	1
group_03606	0	1	1
group_03607	0	1	1
group_03608	0	1	1
group_03609	0	1	1
group_03610	0	1	1
group_03611	0	1	1
group_03612	0	1	1
group_03613	0	1	1
group_03614	0	1	1
group_03615	0	1	1
group_03616	0	1	1
group_03617	0	1	1
group_03618	0	1	1
group_03619	0	1	1
group_03620	0	1	1
group_03621	0	1	1
group_03622	0	1	1
group_03623	0	1	1
group_03624	0	1	1
group_03625	0	1	1
group_03626	0	1	1
group_03627	0	1	1
group_03628	0	1	1
group_03629	0	1	1
group_03630	0	1	1
group_03631	0	1	1
group_03632	0	1	1
group_03633	0	1	1
group_03634	0	1	1
group_03635	0	1	1
group_03636	0	1	1
group_03637	0	1	1
group_03638	0	1	1
group_03639	0	1	1
group_03640	0	1	1
group_03641	0	1	1
group_03642	0	1	1
group_03643	0	1	1
group_03644	0	1	1
group_03645	0	1	1
group_03646	0	1	1
group_03647	0	1	1
group_03648	0	1	1
group_03649	0	1	1
group_03650	0	1	1
group_03651	1	0	1
group_03652	0	1	1
group_03653	0	1	1
group_03654	0	1	1
group_03655	0	1	1
group_03656	0	1	1
group_03657	0	1	1
group_03658	0	1	1
group_03659	0	1	1
group_03660	0	1	1
group_03661	0	1	1
group_03662	0	1	1
group_03663	0	1	1
group_03664	0	1	1
group_03665	0	1	1
group_03666	0	1	1
group_03667	0	1	1
group_03668	0	1	1
group_03669	0	1	1
group_03670	0	1	1
group_03671	0	1	1
group_03672	0	1	1
group_03673	0	1	1
group_03674	0	1	1
group_03675	0	1	1
group_03676	0	1	1
group_03677	0	1	1
group_03678	0	1	1
group_03679	0	1	1
group_03680	0	1	1
group_03681	0	1	1
group_03682	0	1	1
group_03683	0	1	1
group_03684	0	1	1
group_03685	0	1	1
group_03686	0	1	1
group_03687	0	1	1
group_03688	0	1	1
group_03689	0	1	1
group_03690	1	0	1
group_03691	0	1	1
group_03692	0	1	1
group_03693	0	1	1
group_03694	0	1	1
group_03695	0	1	1
group_03696	0	1	1
group_03697	0	1	1
group_03698	0	1	1
group_03699	0	1	1
group_03700	0	1	1
group_03701	0	1	1
group_03702	0	1	1
group_03703	0	1	1
group_03704	1	0	1
group_03705	0	1	1
group_03706	0	1	1
group_03707	0	1	1
group_03708	0	1	1
group_03709	0	1	1
group_03710	0	1	1
group_03711	1	0	1
group_03712	1	0	1
group_03713	1	0	1
group_03714	1	0	1
group_03715	1	0	1
group_03716	1	0	1
group_03717	1	0	1
group_03718	1	0	1
group_03719	1	0	1
group_03720	1	0	1
group_03721	1	0	1
group_03722	1	0	1
group_03723	1	0	1
group_03724	1	0	1
group_03725	1	0	1
group_03726	1	0	1
group_03727	1	0	1
group_03728	1	0	1
group_03729	1	0	1
group_03730	1	0	1
group_03731	1	0	1
group_03732	1	0	1
group_03733	1	0	1
group_03734	1	0	1
group_03735	1	0	1
group_03736	1	0	1
group_03737	1	0	1
group_03738	1	0	1
group_03739	1	0	1
group_03740	1	0	1
group_03741	1	0	1
group_03742	1	0	1
group_03743	1	0	1
group_03744	1	0	1
group_03745	1	0	1
group_03746	1	0	1
group_03747	1	0	1
group_03748	1	0	1
group_03749	1	0	1
group_03750	1	0	1
group_03751	1	0	1
group_03752	1	0	1
group_03753	1	0	1
group_03754	1	0	1
group_03755	1	0	1
group_03756	1	0	1
group_03757	1	0	1
group_03758	1	0	1
group_03759	1	0	1
group_03760	1	0	1
group_03761	1	0	1
group_03762	1	0	1
group_03763	1	0	1
group_03764	1	0	1
group_03765	1	0	1
group_03766	1	0	1
group_03767	1	0	1
group_03768	1	0	1
group_03769	1	0	1
group_03770	1	0	1
group_03771	1	0	1
group_03772	1	0	1
group_03773	1	0	1
group_03774	1	0	1
group_03775	1	0	1
group_03776	1	0	1
group_03777	1	0	1
group_03778	1	0	1
group_03779	1	0	1
group_03780	1	0	1
group_03781	1	0	1
group_03782	1	0	1
group_03783	1	0	1
group_03784	1	0	1
group_03785	1	0	1
group_03786	1	0	1
group_03787	1	0	1
group_03788	1	0	1
group_03789	1	0	1
group_03790	1	0	1
group_03791	1	0	1
group_03792	1	0	1
group_03793	1	0	1
group_03794	1	0	1
group_03795	1	0	1
group_03796	1	0	1
group_03797	1	0	1
group_03798	1	0	1
group_03799	1	0	1
group_03800	1	0	1
