"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Dda3937_locus","DdiaME23_locus","Ddia6719_locus"
"group_01981","WP_033112050.1","WP_192989364.1","WP_024107172.1","DDA3937_RS17440","DZA65_RS18570","HGI48_RS17505"
"group_01982","WP_033111770.1","WP_192990900.1","WP_024105420.1","DDA3937_RS08115","DZA65_RS08435","HGI48_RS07845"
"group_01983","WP_033112245.1","WP_192991416.1","WP_029729328.1","DDA3937_RS05880","DZA65_RS06260","HGI48_RS05925"
"group_01984","WP_013316623.1","WP_024104761.1","WP_024104761.1","DDA3937_RS04500","DZA65_RS04380","HGI48_RS04460"
"group_01985","WP_013315905.1","WP_192989703.1","WP_024104162.1","DDA3937_RS00965","DZA65_RS21455","HGI48_RS20410"
"group_01986","WP_013316706.1","WP_192990523.1","WP_024104836.1","DDA3937_RS04905","DZA65_RS05250","HGI48_RS04915"
"group_01987","WP_033112156.1","WP_161131876.1","WP_024109349.1","DDA3937_RS21000","DZA65_RS00245","HGI48_RS00240"
"group_01988","WP_033111987.1","WP_192989089.1","WP_024106773.1","DDA3937_RS15285","DZA65_RS16185","HGI48_RS15365"
"group_01989","WP_013319901.1","WP_192989975.1","WP_024107699.1","DDA3937_RS20330","DZA65_RS00955","HGI48_RS00895"
"group_01990","WP_013316740.1","WP_024109683.1","WP_024109683.1","DDA3937_RS05065","DZA65_RS05405","HGI48_RS05065"
"group_01991","WP_013318254.1","WP_192988689.1","WP_024106225.1","DDA3937_RS12255","DZA65_RS12785","HGI48_RS12345"
"group_01992","WP_013319443.1","WP_038665766.1","WP_024107255.1","DDA3937_RS17930","DZA65_RS19005","HGI48_RS17855"
"group_01993","WP_013317468.1","WP_192991014.1","WP_024105512.1","DDA3937_RS08520","DZA65_RS08975","HGI48_RS08685"
"group_01994","WP_013317822.1","WP_192991225.1","WP_024109526.1","DDA3937_RS10165","DZA65_RS10610","HGI48_RS10195"
"group_01995","WP_033112132.1","WP_192989691.1","WP_024107668.1","DDA3937_RS20140","DZA65_RS21320","HGI48_RS20280"
"group_01996","WP_033112157.1","WP_192989891.1","WP_024107837.1","DDA3937_RS21065","DZA65_RS00210","HGI48_RS00205"
"group_01997","WP_013315885.1","WP_024104144.1","WP_024104144.1","DDA3937_RS00865","DZA65_RS21555","HGI48_RS20510"
"group_01998","WP_013317600.1","WP_024105609.1","WP_024108690.1","DDA3937_RS09135","DZA65_RS09475","HGI48_RS09175"
"group_01999","WP_013319454.1","WP_024107268.1","WP_024107268.1","DDA3937_RS17985","DZA65_RS19065","HGI48_RS17920"
"group_02000","WP_013319838.1","WP_192989667.1","WP_024107638.1","DDA3937_RS19945","DZA65_RS21145","HGI48_RS20100"
"group_02001","WP_013317932.1","WP_192991298.1","WP_024105928.1","DDA3937_RS10710","DZA65_RS11170","HGI48_RS10700"
"group_02002","WP_013320039.1","WP_192989896.1","WP_024107831.1","DDA3937_RS21005","DZA65_RS00240","HGI48_RS00235"
"group_02003","WP_013319069.1","WP_161132995.1","WP_103415917.1","DDA3937_RS16055","DZA65_RS17260","HGI48_RS16175"
"group_02004","WP_013319981.1","WP_024109329.1","WP_024107776.1","DDA3937_RS20730","DZA65_RS00515","HGI48_RS00515"
"group_02005","WP_013317049.1","WP_192990725.1","WP_024108510.1","DDA3937_RS06625","DZA65_RS07000","HGI48_RS06645"
"group_02006","WP_013319384.1","WP_192989385.1","WP_024107209.1","DDA3937_RS17630","DZA65_RS18765","HGI48_RS17635"
"group_02007","WP_013317356.1","WP_192990890.1","WP_024105404.1","DDA3937_RS08020","DZA65_RS08365","HGI48_RS07770"
"group_02008","WP_013317957.1","WP_192991314.1","WP_024105946.1","DDA3937_RS10835","DZA65_RS11255","HGI48_RS10790"
"group_02009","WP_013316014.1","WP_024104248.1","WP_024104248.1","DDA3937_RS01570","DZA65_RS01550","HGI48_RS01485"
"group_02010","WP_013317009.1","WP_192990702.1","WP_024105112.1","DDA3937_RS06410","DZA65_RS06800","HGI48_RS06455"
"group_02011","WP_033112021.1","WP_192989220.1","WP_103415634.1","DDA3937_RS16375","DZA65_RS17560","HGI48_RS16475"
"group_02012","WP_012768295.1","WP_024107347.1","WP_024107347.1","DDA3937_RS18425","DZA65_RS19495","HGI48_RS18355"
"group_02013","WP_193345738.1","WP_192991237.1","WP_024108755.1","DDA3937_RS10250","DZA65_RS10735","HGI48_RS10260"
"group_02014","WP_013315799.1","WP_024108059.1","WP_024108059.1","DDA3937_RS00450","DZA65_RS21930","HGI48_RS20945"
"group_02015","WP_013319805.1","WP_192989647.1","WP_024109284.1","DDA3937_RS19795","DZA65_RS20995","HGI48_RS19950"
"group_02016","WP_013317798.1","WP_024105808.1","WP_024105808.1","DDA3937_RS10065","DZA65_RS10510","HGI48_RS10095"
"group_02017","WP_013316640.1","WP_192990469.1","WP_024104777.1","DDA3937_RS04585","DZA65_RS04465","HGI48_RS04545"
"group_02018","WP_013319776.1","WP_192989626.1","WP_024109272.1","DDA3937_RS19645","DZA65_RS20865","HGI48_RS19775"
"group_02019","WP_042318410.1","WP_192988721.1","WP_046830407.1","DDA3937_RS12525","DZA65_RS13030","HGI48_RS12580"
"group_02020","WP_013316747.1","WP_103415846.1","WP_103415846.1","DDA3937_RS05100","DZA65_RS05440","HGI48_RS05100"
"group_02021","WP_013315750.1","WP_192989788.1","WP_024104034.1","DDA3937_RS00215","DZA65_RS22115","HGI48_RS21140"
"group_02022","WP_013318361.1","WP_119875326.1","WP_024106316.1","DDA3937_RS12770","DZA65_RS13300","HGI48_RS12835"
"group_02023","WP_013317181.1","WP_192990936.1","WP_024105466.1","DDA3937_RS07205","DZA65_RS08665","HGI48_RS08070"
"group_02024","WP_013320095.1","WP_192989864.1","WP_024109369.1","DDA3937_RS21270","DZA65_RS00030","HGI48_RS00040"
"group_02025","WP_013317726.1","WP_171851437.1","WP_024105716.1","DDA3937_RS09715","DZA65_RS10035","HGI48_RS09725"
"group_02026","WP_013319076.1","WP_024106951.1","WP_024106951.1","DDA3937_RS16115","DZA65_RS17335","HGI48_RS16240"
"group_02027","WP_013318793.1","WP_192988988.1","WP_024106671.1","DDA3937_RS14720","DZA65_RS15605","HGI48_RS14660"
"group_02028","WP_013319303.1","WP_192989331.1","WP_024107142.1","DDA3937_RS17255","DZA65_RS18400","HGI48_RS17310"
"group_02029","WP_013317529.1","WP_192991044.1","WP_024105556.1","DDA3937_RS08810","DZA65_RS09200","HGI48_RS08885"
"group_02030","WP_042318695.1","WP_161142940.1","WP_024109383.1","DDA3937_RS21440","DZA65_RS22575","HGI48_RS21590"
"group_02031","WP_013317734.1","WP_192991165.1","WP_024105724.1","DDA3937_RS09755","DZA65_RS10080","HGI48_RS09770"
"group_02032","WP_013317791.1","WP_192991209.1","WP_024105803.1","DDA3937_RS10040","DZA65_RS10480","HGI48_RS10070"
"group_02033","WP_005969424.1","WP_005969424.1","WP_005969424.1","DDA3937_RS19620","DZA65_RS20840","HGI48_RS19750"
"group_02034","WP_013317929.1","WP_024105926.1","WP_024105926.1","DDA3937_RS10695","DZA65_RS11160","HGI48_RS10690"
"group_02035","WP_013316172.1","WP_192990071.1","WP_024104294.1","DDA3937_RS02320","DZA65_RS01815","HGI48_RS01740"
"group_02036","WP_033111979.1","WP_192991529.1","WP_024106712.1","DDA3937_RS15020","DZA65_RS15850","HGI48_RS15100"
"group_02037","WP_013316752.1","WP_161132144.1","WP_024104877.1","DDA3937_RS05125","DZA65_RS05465","HGI48_RS05125"
"group_02038","WP_013320133.1","WP_024107905.1","WP_024107905.1","DDA3937_RS21450","DZA65_RS22560","HGI48_RS21580"
"group_02039","WP_013316750.1","WP_192990544.1","WP_026594670.1","DDA3937_RS05115","DZA65_RS05455","HGI48_RS05115"
"group_02040","WP_013317687.1","WP_192991132.1","WP_024105681.1","DDA3937_RS09510","DZA65_RS09840","HGI48_RS09525"
"group_02041","WP_013319998.1","WP_192989918.1","WP_026594977.1","DDA3937_RS20810","DZA65_RS00435","HGI48_RS00435"
"group_02042","WP_033111771.1","WP_192990960.1","WP_024107180.1","DDA3937_RS08185","DZA65_RS18610","HGI48_RS08215"
"group_02043","WP_013316367.1","WP_024104640.1","WP_024104640.1","DDA3937_RS03305","DZA65_RS03490","HGI48_RS03445"
"group_02044","WP_013319067.1","WP_192989188.1","WP_024106942.1","DDA3937_RS16045","DZA65_RS17250","HGI48_RS16165"
"group_02045","WP_013319074.1","WP_192989193.1","WP_024106949.1","DDA3937_RS16105","DZA65_RS17325","HGI48_RS16230"
"group_02046","WP_013319228.1","WP_192989283.1","WP_024107075.1","DDA3937_RS16900","DZA65_RS18045","HGI48_RS16970"
"group_02047","WP_013316976.1","WP_024105082.1","WP_024105082.1","DDA3937_RS06220","DZA65_RS06610","HGI48_RS06265"
"group_02048","WP_013318249.1","WP_024106220.1","WP_024106220.1","DDA3937_RS12230","DZA65_RS12760","HGI48_RS12320"
"group_02049","WP_013316036.1","WP_192990051.1","WP_024104265.1","DDA3937_RS01685","DZA65_RS01655","HGI48_RS01580"
"group_02050","WP_013316337.1","WP_192990291.1","WP_024108213.1","DDA3937_RS03150","DZA65_RS03320","HGI48_RS03325"
"group_02051","WP_013317012.1","WP_192990705.1","WP_024105115.1","DDA3937_RS06425","DZA65_RS06815","HGI48_RS06470"
"group_02052","WP_013319834.1","WP_192989665.1","WP_024107634.1","DDA3937_RS19925","DZA65_RS21125","HGI48_RS20080"
"group_02053","WP_033111526.1","WP_192990017.1","WP_024108095.1","DDA3937_RS01285","DZA65_RS01310","HGI48_RS01265"
"group_02054","WP_013318307.1","WP_192991494.1","WP_024106270.1","DDA3937_RS12510","DZA65_RS13015","HGI48_RS12565"
"group_02055","WP_013316007.1","WP_022631820.1","WP_022631820.1","DDA3937_RS01535","DZA65_RS01515","HGI48_RS01450"
"group_02056","WP_013316202.1","WP_192990170.1","WP_024104431.1","DDA3937_RS02470","DZA65_RS02530","HGI48_RS02425"
"group_02057","WP_013317699.1","WP_192991140.1","WP_024105690.1","DDA3937_RS09570","DZA65_RS09895","HGI48_RS09585"
"group_02058","WP_013319849.1","WP_192989671.1","WP_024107647.1","DDA3937_RS20020","DZA65_RS21210","HGI48_RS20165"
"group_02059","WP_013318969.1","WP_192989132.1","WP_024106857.1","DDA3937_RS15555","DZA65_RS16730","HGI48_RS15655"
"group_02060","WP_033112133.1","WP_192989692.1","WP_024109299.1","DDA3937_RS20145","DZA65_RS21325","HGI48_RS20285"
"group_02061","WP_013316945.1","WP_024105058.1","WP_024105058.1","DDA3937_RS06075","DZA65_RS06470","HGI48_RS06120"
"group_02062","WP_013316056.1","WP_192990065.1","WP_024104282.1","DDA3937_RS01785","DZA65_RS01755","HGI48_RS01680"
"group_02063","WP_013319210.1","WP_024107059.1","WP_024107059.1","DDA3937_RS16780","DZA65_RS17925","HGI48_RS16850"
"group_02064","WP_033112237.1","WP_024104804.1","WP_024104804.1","DDA3937_RS04815","DZA65_RS04615","HGI48_RS04675"
"group_02065","WP_013319711.1","WP_024107528.1","WP_024107528.1","DDA3937_RS19340","DZA65_RS20560","HGI48_RS19440"
"group_02066","WP_013318928.1","WP_192989098.1","WP_024106783.1","DDA3937_RS15345","DZA65_RS16240","HGI48_RS15420"
"group_02067","WP_013316974.1","WP_192990678.1","WP_024105080.1","DDA3937_RS06210","DZA65_RS06600","HGI48_RS06255"
"group_02068","WP_013316790.1","WP_024104921.1","WP_024104921.1","DDA3937_RS05310","DZA65_RS05695","HGI48_RS05395"
"group_02069","WP_013318057.1","WP_024106030.1","WP_024110016.1","DDA3937_RS11285","DZA65_RS11665","HGI48_RS11320"
"group_02070","WP_013318403.1","WP_024106351.1","WP_024106351.1","DDA3937_RS12955","DZA65_RS13490","HGI48_RS13025"
"group_02071","WP_013318507.1","WP_192988831.1","WP_024106481.1","DDA3937_RS13460","DZA65_RS13990","HGI48_RS13505"
"group_02072","WP_013319020.1","WP_192989161.1","WP_024106902.1","DDA3937_RS15790","DZA65_RS16955","HGI48_RS15875"
"group_02073","WP_013319313.1","WP_192989338.1","WP_024109180.1","DDA3937_RS17305","DZA65_RS18440","HGI48_RS17350"
"group_02074","WP_013317265.1","WP_192990839.1","WP_024108587.1","DDA3937_RS07595","DZA65_RS07950","HGI48_RS07445"
"group_02075","WP_013319955.1","WP_192989935.1","WP_024107757.1","DDA3937_RS20610","DZA65_RS00610","HGI48_RS00575"
"group_02076","WP_013317527.1","WP_161132218.1","WP_024105554.1","DDA3937_RS08800","DZA65_RS09190","HGI48_RS08875"
"group_02077","WP_013318500.1","WP_024106474.1","WP_024106474.1","DDA3937_RS13425","DZA65_RS13955","HGI48_RS13470"
"group_02078","WP_013319826.1","WP_024107626.1","WP_024107626.1","DDA3937_RS19885","DZA65_RS21085","HGI48_RS20040"
"group_02079","WP_013319191.1","WP_192989264.1","WP_024107044.1","DDA3937_RS16695","DZA65_RS17855","HGI48_RS16780"
"group_02080","WP_013317296.1","WP_192990853.1","WP_024105352.1","DDA3937_RS07740","DZA65_RS08100","HGI48_RS07555"
"group_02081","WP_013317688.1","WP_192991133.1","WP_162928378.1","DDA3937_RS09515","DZA65_RS09845","HGI48_RS09530"
"group_02082","WP_012770778.1","WP_012770778.1","WP_012770778.1","DDA3937_RS05425","DZA65_RS05810","HGI48_RS05485"
"group_02083","WP_013319572.1","WP_024107374.1","WP_024109223.1","DDA3937_RS18555","DZA65_RS19625","HGI48_RS18490"
"group_02084","WP_013319181.1","WP_161132002.1","WP_024107034.1","DDA3937_RS16645","DZA65_RS17805","HGI48_RS16715"
"group_02085","WP_033112000.1","WP_192989144.1","WP_103415671.1","DDA3937_RS15645","DZA65_RS16820","HGI48_RS15740"
"group_02086","WP_013317965.1","WP_192991322.1","WP_024105954.1","DDA3937_RS10875","DZA65_RS11295","HGI48_RS10830"
"group_02087","WP_033111566.1","WP_192990146.1","WP_024104403.1","DDA3937_RS02290","DZA65_RS02375","HGI48_RS02265"
"group_02088","WP_013317881.1","WP_024105881.1","WP_024105881.1","DDA3937_RS10455","DZA65_RS10935","HGI48_RS10455"
"group_02089","WP_013319105.1","WP_192989208.1","WP_024106972.1","DDA3937_RS16275","DZA65_RS17470","HGI48_RS16375"
"group_02090","WP_071819886.1","WP_192988915.1","WP_024106570.1","DDA3937_RS14185","DZA65_RS14840","HGI48_RS14165"
"group_02091","WP_013318035.1","WP_024106010.1","WP_024106010.1","DDA3937_RS11180","DZA65_RS11550","HGI48_RS11205"
"group_02092","WP_013315940.1","WP_192990007.1","WP_024108089.1","DDA3937_RS01165","DZA65_RS01205","HGI48_RS01160"
"group_02093","WP_013318874.1","WP_192989063.1","WP_024106738.1","DDA3937_RS15100","DZA65_RS15985","HGI48_RS15180"
"group_02094","WP_042318477.1","WP_161132321.1","WP_024106844.1","DDA3937_RS15475","DZA65_RS16660","HGI48_RS15585"
"group_02095","WP_033112424.1","WP_192991560.1","WP_026595067.1","DDA3937_RS18830","DZA65_RS19945","HGI48_RS18835"
"group_02096","WP_012885398.1","WP_024106597.1","WP_024106597.1","DDA3937_RS14330","DZA65_RS14980","HGI48_RS14305"
"group_02097","WP_013319124.1","WP_024109130.1","WP_024106986.1","DDA3937_RS16365","DZA65_RS17550","HGI48_RS16465"
"group_02098","WP_013319765.1","WP_024107579.1","WP_024107579.1","DDA3937_RS19595","DZA65_RS20810","HGI48_RS19725"
"group_02099","WP_013316475.1","WP_192991442.1","WP_024108640.1","DDA3937_RS03805","DZA65_RS08505","HGI48_RS07910"
"group_02100","WP_033111827.1","WP_024105734.1","WP_024105734.1","DDA3937_RS09805","DZA65_RS10130","HGI48_RS09820"
"group_02101","WP_013319896.1","WP_192989979.1","WP_024107694.1","DDA3937_RS20305","DZA65_RS00980","HGI48_RS00920"
"group_02102","WP_033112348.1","WP_192991510.1","WP_026594772.1","DDA3937_RS13450","DZA65_RS13980","HGI48_RS13495"
"group_02103","WP_013317405.1","WP_024107403.1","WP_024107403.1","DDA3937_RS08245","DZA65_RS19785","HGI48_RS18650"
"group_02104","WP_013319595.1","WP_024107396.1","WP_024107396.1","DDA3937_RS18675","DZA65_RS19740","HGI48_RS18605"
"group_02105","WP_013317803.1","WP_192991213.1","WP_024105813.1","DDA3937_RS10090","DZA65_RS10535","HGI48_RS10120"
"group_02106","WP_013317605.1","WP_161132742.1","WP_024108692.1","DDA3937_RS09160","DZA65_RS09500","HGI48_RS09200"
"group_02107","WP_013316860.1","WP_192990622.1","WP_024104984.1","DDA3937_RS05670","DZA65_RS06040","HGI48_RS05715"
"group_02108","WP_013315888.1","WP_192989713.1","WP_024104147.1","DDA3937_RS00880","DZA65_RS21540","HGI48_RS20495"
"group_02109","WP_013317220.1","WP_192991429.1","WP_024105241.1","DDA3937_RS07385","DZA65_RS07760","HGI48_RS07250"
"group_02110","WP_033112166.1","WP_192989851.1","WP_024107887.1","DDA3937_RS21330","DZA65_RS22655","HGI48_RS21670"
"group_02111","WP_033111699.1","WP_024105051.1","WP_024105051.1","DDA3937_RS06040","DZA65_RS06435","HGI48_RS06085"
"group_02112","WP_013317517.1","WP_024105544.1","WP_024105544.1","DDA3937_RS08745","DZA65_RS09140","HGI48_RS08830"
"group_02113","WP_013319005.1","WP_192989152.1","WP_024106890.1","DDA3937_RS15720","DZA65_RS16885","HGI48_RS15805"
"group_02114","WP_033112130.1","WP_024110296.1","WP_024107652.1","DDA3937_RS20045","DZA65_RS21235","HGI48_RS20190"
"group_02115","WP_012768105.1","WP_161133056.1","WP_024107518.1","DDA3937_RS19255","DZA65_RS20475","HGI48_RS19355"
"group_02116","WP_013318476.1","WP_024106451.1","WP_024106451.1","DDA3937_RS13300","DZA65_RS13835","HGI48_RS13350"
"group_02117","WP_013319892.1","WP_024109308.1","WP_024109308.1","DDA3937_RS20280","DZA65_RS01005","HGI48_RS00945"
"group_02118","WP_013317673.1","WP_192991123.1","WP_024105667.1","DDA3937_RS09445","DZA65_RS09775","HGI48_RS09465"
"group_02119","WP_013317709.1","WP_024105699.1","WP_024105699.1","DDA3937_RS09625","DZA65_RS09945","HGI48_RS09635"
"group_02120","WP_013317271.1","WP_161143077.1","WP_024108593.1","DDA3937_RS07625","DZA65_RS07980","HGI48_RS07475"
"group_02121","WP_013318182.1","WP_161132896.1","WP_024108833.1","DDA3937_RS11915","DZA65_RS12455","HGI48_RS12005"
"group_02122","WP_013319168.1","WP_192989244.1","WP_024107022.1","DDA3937_RS16580","DZA65_RS17740","HGI48_RS16650"
"group_02123","WP_013320035.1","WP_192989899.1","WP_026594875.1","DDA3937_RS20985","DZA65_RS00260","HGI48_RS00255"
"group_02124","WP_033112318.1","WP_192991470.1","WP_081634336.1","DDA3937_RS10745","DZA65_RS11200","HGI48_RS10725"
"group_02125","WP_013319221.1","WP_161131695.1","WP_024107069.1","DDA3937_RS16865","DZA65_RS18010","HGI48_RS16935"
"group_02126","WP_013318728.1","WP_192988944.1","WP_024106615.1","DDA3937_RS14415","DZA65_RS15315","HGI48_RS14385"
"group_02127","WP_013319941.1","WP_024109318.1","WP_024109318.1","DDA3937_RS20540","DZA65_RS00730","HGI48_RS00675"
"group_02128","WP_013316948.1","WP_192990661.1","WP_024105061.1","DDA3937_RS06090","DZA65_RS06485","HGI48_RS06135"
"group_02129","WP_013319559.1","WP_192989483.1","WP_024107361.1","DDA3937_RS18495","DZA65_RS19555","HGI48_RS18420"
"group_02130","WP_013319751.1","WP_192989609.1","WP_024107566.1","DDA3937_RS19525","DZA65_RS20740","HGI48_RS19655"
"group_02131","WP_071819887.1","WP_192989217.1","WP_071703487.1","DDA3937_RS22425","DZA65_RS17530","HGI48_RS16445"
"group_02132","WP_033111704.1","WP_192991421.1","WP_024105104.1","DDA3937_RS06365","DZA65_RS06755","HGI48_RS06410"
"group_02133","WP_013315946.1","WP_024104193.1","WP_026594607.1","DDA3937_RS01195","DZA65_RS01235","HGI48_RS01190"
"group_02134","WP_013318435.1","WP_024106381.1","WP_024106381.1","DDA3937_RS13120","DZA65_RS13655","HGI48_RS13185"
"group_02135","WP_013316430.1","WP_192990342.1","WP_024104699.1","DDA3937_RS03595","DZA65_RS03810","HGI48_RS03690"
"group_02136","WP_013319777.1","WP_024107589.1","WP_024107589.1","DDA3937_RS19650","DZA65_RS20870","HGI48_RS19780"
"group_02137","WP_013317177.1","WP_192990933.1","WP_024105463.1","DDA3937_RS07185","DZA65_RS08650","HGI48_RS08055"
"group_02138","WP_013319571.1","WP_192989490.1","WP_024107373.1","DDA3937_RS18550","DZA65_RS19620","HGI48_RS18485"
"group_02139","WP_013315868.1","WP_024104133.1","WP_024104133.1","DDA3937_RS00780","DZA65_RS21610","HGI48_RS20595"
"group_02140","WP_013316708.1","WP_161132160.1","WP_024104838.1","DDA3937_RS04915","DZA65_RS05260","HGI48_RS04925"
"group_02141","WP_013319043.1","WP_161132985.1","WP_024106921.1","DDA3937_RS15930","DZA65_RS17130","HGI48_RS16045"
"group_02142","WP_052303356.1","WP_192989940.1","WP_035044987.1","DDA3937_RS04795","DZA65_RS00660","HGI48_RS00605"
"group_02143","WP_013318326.1","WP_192988728.1","WP_024106290.1","DDA3937_RS12605","DZA65_RS13120","HGI48_RS12665"
"group_02144","WP_013316603.1","WP_192990444.1","WP_024104747.1","DDA3937_RS04410","DZA65_RS04300","HGI48_RS04385"
"group_02145","WP_013319344.1","WP_192991548.1","WP_024107176.1","DDA3937_RS17460","DZA65_RS18590","HGI48_RS17525"
"group_02146","WP_013316716.1","WP_024104843.1","WP_024104843.1","DDA3937_RS04940","DZA65_RS05285","HGI48_RS04950"
"group_02147","WP_013316201.1","WP_192990169.1","WP_024104430.1","DDA3937_RS02465","DZA65_RS02525","HGI48_RS02420"
"group_02148","WP_107768429.1","WP_192990070.1","WP_024104289.1","DDA3937_RS01820","DZA65_RS01790","HGI48_RS01715"
"group_02149","WP_033111920.1","WP_192991496.1","WP_026594763.1","DDA3937_RS12575","DZA65_RS13085","HGI48_RS12630"
"group_02150","WP_013318181.1","WP_024108832.1","WP_024108832.1","DDA3937_RS11910","DZA65_RS12450","HGI48_RS12000"
"group_02151","WP_013318244.1","WP_192988682.1","WP_024106216.1","DDA3937_RS12210","DZA65_RS12740","HGI48_RS12300"
"group_02152","WP_013318400.1","WP_192988772.1","WP_024106349.1","DDA3937_RS12940","DZA65_RS13475","HGI48_RS13015"
"group_02153","WP_013318410.1","WP_192988777.1","WP_024106357.1","DDA3937_RS12990","DZA65_RS13520","HGI48_RS13055"
"group_02154","WP_013319292.1","WP_192989326.1","WP_024107133.1","DDA3937_RS17205","DZA65_RS18350","HGI48_RS17260"
"group_02155","WP_013317771.1","WP_192991467.1","WP_103415944.1","DDA3937_RS09940","DZA65_RS10280","HGI48_RS09945"
"group_02156","WP_033111736.1","WP_192990943.1","WP_024105476.1","DDA3937_RS07300","DZA65_RS08715","HGI48_RS08120"
"group_02157","WP_013316901.1","WP_024105017.1","WP_024105017.1","DDA3937_RS05860","DZA65_RS06240","HGI48_RS05905"
"group_02158","WP_013318755.1","WP_192988961.1","WP_024106637.1","DDA3937_RS14545","DZA65_RS15430","HGI48_RS14495"
"group_02159","WP_033112007.1","WP_192989159.1","WP_024106899.1","DDA3937_RS15775","DZA65_RS16940","HGI48_RS15860"
"group_02160","WP_013318071.1","WP_161131683.1","WP_024106046.1","DDA3937_RS11365","DZA65_RS11750","HGI48_RS11405"
"group_02161","WP_013320002.1","WP_024107796.1","WP_024107796.1","DDA3937_RS20830","DZA65_RS00415","HGI48_RS00415"
"group_02162","WP_013319008.1","WP_192989155.1","WP_022634474.1","DDA3937_RS15735","DZA65_RS16900","HGI48_RS15820"
"group_02163","WP_033112030.1","WP_192989265.1","WP_024107045.1","DDA3937_RS16700","DZA65_RS17860","HGI48_RS16785"
"group_02164","WP_013320129.1","WP_192989840.1","WP_024107901.1","DDA3937_RS21430","DZA65_RS22585","HGI48_RS21600"
"group_02165","WP_013316802.1","WP_192990586.1","WP_103415778.1","DDA3937_RS05365","DZA65_RS05750","HGI48_RS05430"
"group_02166","WP_013319289.1","WP_192989324.1","WP_103415638.1","DDA3937_RS17190","DZA65_RS18335","HGI48_RS17245"
"group_02167","WP_013317637.1","WP_192991101.1","WP_024105637.1","DDA3937_RS09290","DZA65_RS09620","HGI48_RS09315"
"group_02168","WP_033112090.1","WP_192989453.1","WP_024107312.1","DDA3937_RS18240","DZA65_RS19315","HGI48_RS18175"
"group_02169","WP_013319411.1","WP_103415640.1","WP_103415640.1","DDA3937_RS17765","DZA65_RS18895","HGI48_RS17750"
"group_02170","WP_013317077.1","WP_192990738.1","WP_024108518.1","DDA3937_RS06750","DZA65_RS07125","HGI48_RS06770"
"group_02171","WP_013319312.1","WP_192989337.1","WP_024109179.1","DDA3937_RS17300","DZA65_RS18435","HGI48_RS17345"
"group_02172","WP_042318206.1","WP_192990667.1","WP_026594686.1","DDA3937_RS06145","DZA65_RS06535","HGI48_RS06190"
"group_02173","WP_013315743.1","WP_192989793.1","WP_024104028.1","DDA3937_RS00175","DZA65_RS22155","HGI48_RS21185"
"group_02174","WP_013318046.1","WP_192988550.1","WP_024106020.1","DDA3937_RS11235","DZA65_RS11615","HGI48_RS11270"
"group_02175","WP_013319243.1","WP_024107088.1","WP_024107088.1","DDA3937_RS16970","DZA65_RS18110","HGI48_RS17035"
"group_02176","WP_013316266.1","WP_192990213.1","WP_024104493.1","DDA3937_RS02770","DZA65_RS02900","HGI48_RS02745"
"group_02177","WP_013319713.1","WP_024110266.1","WP_024109259.1","DDA3937_RS19350","DZA65_RS20570","HGI48_RS19450"
"group_02178","WP_013317686.1","WP_192991131.1","WP_024105680.1","DDA3937_RS09505","DZA65_RS09835","HGI48_RS09520"
"group_02179","WP_171851016.1","WP_192988826.1","WP_024106472.1","DDA3937_RS13415","DZA65_RS13945","HGI48_RS13460"
"group_02180","WP_013320130.1","WP_192989839.1","WP_024107902.1","DDA3937_RS21435","DZA65_RS22580","HGI48_RS21595"
"group_02181","WP_013316613.1","WP_192990449.1","WP_024104753.1","DDA3937_RS04455","DZA65_RS04330","HGI48_RS04415"
"group_02182","WP_013317010.1","WP_192990703.1","WP_024105113.1","DDA3937_RS06415","DZA65_RS06805","HGI48_RS06460"
"group_02183","WP_013319804.1","WP_192989646.1","WP_024109280.1","DDA3937_RS19790","DZA65_RS20975","HGI48_RS19945"
"group_02184","WP_013317396.1","WP_024107412.1","WP_103415658.1","DDA3937_RS08205","DZA65_RS19825","HGI48_RS18690"
"group_02185","WP_013317759.1","WP_024105750.1","WP_103415936.1","DDA3937_RS09885","DZA65_RS10230","HGI48_RS09895"
"group_02186","WP_013316715.1","WP_192990527.1","WP_024104842.1","DDA3937_RS04935","DZA65_RS05280","HGI48_RS04945"
"group_02187","WP_013319754.1","WP_192989612.1","WP_024107569.1","DDA3937_RS19540","DZA65_RS20755","HGI48_RS19670"
"group_02188","WP_013318097.1","WP_024106069.1","WP_024106069.1","DDA3937_RS11500","DZA65_RS11880","HGI48_RS11545"
"group_02189","WP_013316110.1","WP_192990112.1","WP_103415799.1","DDA3937_RS02030","DZA65_RS02120","HGI48_RS02015"
"group_02190","WP_013319642.1","WP_192989543.1","WP_024107447.1","DDA3937_RS18905","DZA65_RS20010","HGI48_RS18910"
"group_02191","WP_158305120.1","WP_192989893.1","WP_024107834.1","DDA3937_RS08265","DZA65_RS00225","HGI48_RS00220"
"group_02192","WP_013318039.1","WP_024106012.1","WP_024106012.1","DDA3937_RS11195","DZA65_RS11575","HGI48_RS11230"
"group_02193","WP_013319032.1","WP_192989175.1","WP_024109111.1","DDA3937_RS15870","DZA65_RS17095","HGI48_RS16010"
"group_02194","WP_013316969.1","WP_192990673.1","WP_046830382.1","DDA3937_RS06185","DZA65_RS06575","HGI48_RS06230"
