"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Pectobacterium_carotovorum_WPP14","Dda3937_locus","DdiaME23_locus","Ddia6719_locus","PcWPP14_locus"
"group_01659","WP_013318066.1","WP_024106040.1","WP_024106040.1","WP_010299965.1","DDA3937_RS11335","DZA65_RS11720","HGI48_RS11375","HER17_RS11410"
"group_01660","WP_013319091.1","WP_024106961.1","WP_024106961.1","WP_010286006.1","DDA3937_RS16185","DZA65_RS17390","HGI48_RS16295","HER17_RS05105"
"group_01661","WP_013318474.1","WP_192988813.1","WP_024106449.1","WP_010306124.1","DDA3937_RS13290","DZA65_RS13820","HGI48_RS13340","HER17_RS08365"
"group_01662","WP_013320037.1","WP_192989897.1","WP_024107829.1","WP_010304870.1","DDA3937_RS20995","DZA65_RS00250","HGI48_RS00245","HER17_RS09185"
"group_01663","WP_013319454.1","WP_024107268.1","WP_024107268.1","WP_010297972.1","DDA3937_RS17985","DZA65_RS19065","HGI48_RS17920","HER17_RS03220"
"group_01664","WP_013318730.1","WP_192988946.1","WP_024106617.1","WP_010298527.1","DDA3937_RS14425","DZA65_RS15325","HGI48_RS14395","HER17_RS07030"
"group_01665","WP_013319901.1","WP_192989975.1","WP_024107699.1","WP_010298645.1","DDA3937_RS20330","DZA65_RS00955","HGI48_RS00895","HER17_RS20610"
"group_01666","WP_033111987.1","WP_192989089.1","WP_024106773.1","WP_010305685.1","DDA3937_RS15285","DZA65_RS16185","HGI48_RS15365","HER17_RS06300"
"group_01667","WP_013319051.1","WP_161132987.1","WP_024109117.1","WP_010299572.1","DDA3937_RS15970","DZA65_RS17170","HGI48_RS16085","HER17_RS05545"
"group_01668","WP_013319411.1","WP_103415640.1","WP_103415640.1","WP_161503033.1","DDA3937_RS17765","DZA65_RS18895","HGI48_RS17750","HER17_RS03480"
"group_01669","WP_013320039.1","WP_192989896.1","WP_024107831.1","WP_180890179.1","DDA3937_RS21005","DZA65_RS00240","HGI48_RS00235","HER17_RS09195"
"group_01670","WP_013318506.1","WP_024106480.1","WP_024106480.1","WP_010301659.1","DDA3937_RS13455","DZA65_RS13985","HGI48_RS13500","HER17_RS08190"
"group_01671","WP_042318477.1","WP_161132321.1","WP_024106844.1","WP_010302842.1","DDA3937_RS15475","DZA65_RS16660","HGI48_RS15585","HER17_RS06090"
"group_01672","WP_013317009.1","WP_192990702.1","WP_024105112.1","WP_039535907.1","DDA3937_RS06410","DZA65_RS06800","HGI48_RS06455","HER17_RS14990"
"group_01673","WP_013318249.1","WP_024106220.1","WP_024106220.1","WP_010295936.1","DDA3937_RS12230","DZA65_RS12760","HGI48_RS12320","HER17_RS09695"
"group_01674","WP_013319826.1","WP_024107626.1","WP_024107626.1","WP_010294547.1","DDA3937_RS19885","DZA65_RS21085","HGI48_RS20040","HER17_RS01355"
"group_01675","WP_013317018.1","WP_192990707.1","WP_024105120.1","WP_010299189.1","DDA3937_RS06455","DZA65_RS06840","HGI48_RS06495","HER17_RS14935"
"group_01676","WP_033112245.1","WP_192991416.1","WP_029729328.1","WP_010284087.1","DDA3937_RS05880","DZA65_RS06260","HGI48_RS05925","HER17_RS15590"
"group_01677","WP_033111827.1","WP_024105734.1","WP_024105734.1","WP_010305276.1","DDA3937_RS09805","DZA65_RS10130","HGI48_RS09820","HER17_RS12150"
"group_01678","WP_013317929.1","WP_024105926.1","WP_024105926.1","WP_010296052.1","DDA3937_RS10695","DZA65_RS11160","HGI48_RS10690","HER17_RS10705"
"group_01679","WP_013316334.1","WP_192990288.1","WP_024104606.1","WP_010300033.1","DDA3937_RS03135","DZA65_RS03305","HGI48_RS03310","HER17_RS18135"
"group_01680","WP_013319313.1","WP_192989338.1","WP_024109180.1","WP_029367337.1","DDA3937_RS17305","DZA65_RS18440","HGI48_RS17350","HER17_RS03805"
"group_01681","WP_013315938.1","WP_192990005.1","WP_024108088.1","WP_010301741.1","DDA3937_RS01155","DZA65_RS01195","HGI48_RS01150","HER17_RS20400"
"group_01682","WP_013319043.1","WP_161132985.1","WP_024106921.1","WP_010299558.1","DDA3937_RS15930","DZA65_RS17130","HGI48_RS16045","HER17_RS05585"
"group_01683","WP_013319287.1","WP_192989322.1","WP_024107127.1","WP_010306475.1","DDA3937_RS17180","DZA65_RS18320","HGI48_RS17235","HER17_RS03955"
"group_01684","WP_013317791.1","WP_192991209.1","WP_024105803.1","WP_010306764.1","DDA3937_RS10040","DZA65_RS10480","HGI48_RS10070","HER17_RS11885"
"group_01685","WP_013320060.1","WP_192989881.1","WP_024109357.1","WP_010296558.1","DDA3937_RS21110","DZA65_RS00170","HGI48_RS00150","HER17_RS21190"
"group_01686","WP_013317981.1","WP_024105974.1","WP_024105974.1","WP_010274971.1","DDA3937_RS10950","DZA65_RS11360","HGI48_RS10900","HER17_RS10525"
"group_01687","WP_013319777.1","WP_024107589.1","WP_024107589.1","WP_010299407.1","DDA3937_RS19650","DZA65_RS20870","HGI48_RS19780","HER17_RS01550"
"group_01688","WP_013317804.1","WP_192991214.1","WP_024105814.1","WP_010307886.1","DDA3937_RS10095","DZA65_RS10540","HGI48_RS10125","HER17_RS11810"
"group_01689","WP_013315885.1","WP_024104144.1","WP_024104144.1","WP_010281546.1","DDA3937_RS00865","DZA65_RS21555","HGI48_RS20510","HER17_RS00800"
"group_01690","WP_013317881.1","WP_024105881.1","WP_024105881.1","WP_010295199.1","DDA3937_RS10455","DZA65_RS10935","HGI48_RS10455","HER17_RS10945"
"group_01691","WP_013316056.1","WP_192990065.1","WP_024104282.1","WP_010297481.1","DDA3937_RS01785","DZA65_RS01755","HGI48_RS01680","HER17_RS19730"
"group_01692","WP_013319981.1","WP_024109329.1","WP_024107776.1","WP_039473530.1","DDA3937_RS20730","DZA65_RS00515","HGI48_RS00515","HER17_RS13915"
"group_01693","WP_013316706.1","WP_192990523.1","WP_024104836.1","WP_010299677.1","DDA3937_RS04905","DZA65_RS05250","HGI48_RS04915","HER17_RS16620"
"group_01694","WP_013319235.1","WP_192989287.1","WP_024107082.1","WP_010299881.1","DDA3937_RS16935","DZA65_RS18080","HGI48_RS17005","HER17_RS04245"
"group_01695","WP_013317753.1","WP_192991179.1","WP_024105743.1","WP_010307072.1","DDA3937_RS09855","DZA65_RS10195","HGI48_RS09865","HER17_RS12085"
"group_01696","WP_033112000.1","WP_192989144.1","WP_103415671.1","WP_010301158.1","DDA3937_RS15645","DZA65_RS16820","HGI48_RS15740","HER17_RS05920"
"group_01697","WP_013316014.1","WP_024104248.1","WP_024104248.1","WP_010296655.1","DDA3937_RS01570","DZA65_RS01550","HGI48_RS01485","HER17_RS20020"
"group_01698","WP_013318969.1","WP_192989132.1","WP_024106857.1","WP_010307858.1","DDA3937_RS15555","DZA65_RS16730","HGI48_RS15655","HER17_RS06005"
"group_01699","WP_033112132.1","WP_192989691.1","WP_024107668.1","WP_010294662.1","DDA3937_RS20140","DZA65_RS21320","HGI48_RS20280","HER17_RS01090"
"group_01700","WP_033112133.1","WP_192989692.1","WP_024109299.1","WP_010294665.1","DDA3937_RS20145","DZA65_RS21325","HGI48_RS20285","HER17_RS01085"
"group_01701","WP_013317049.1","WP_192990725.1","WP_024108510.1","WP_010302734.1","DDA3937_RS06625","DZA65_RS07000","HGI48_RS06645","HER17_RS14755"
"group_01702","WP_013316036.1","WP_192990051.1","WP_024104265.1","WP_010296708.1","DDA3937_RS01685","DZA65_RS01655","HGI48_RS01580","HER17_RS19890"
"group_01703","WP_013319074.1","WP_192989193.1","WP_024106949.1","WP_010306162.1","DDA3937_RS16105","DZA65_RS17325","HGI48_RS16230","HER17_RS05405"
"group_01704","WP_033112157.1","WP_192989891.1","WP_024107837.1","WP_010296572.1","DDA3937_RS21065","DZA65_RS00210","HGI48_RS00205","HER17_RS21155"
"group_01705","WP_071819886.1","WP_192988915.1","WP_024106570.1","WP_010295329.1","DDA3937_RS14185","DZA65_RS14840","HGI48_RS14165","HER17_RS07250"
"group_01706","WP_013318793.1","WP_192988988.1","WP_024106671.1","WP_010303090.1","DDA3937_RS14720","DZA65_RS15605","HGI48_RS14660","HER17_RS19000"
"group_01707","WP_013316747.1","WP_103415846.1","WP_103415846.1","WP_010296394.1","DDA3937_RS05100","DZA65_RS05440","HGI48_RS05100","HER17_RS16350"
"group_01708","WP_013317798.1","WP_024105808.1","WP_024105808.1","WP_010275900.1","DDA3937_RS10065","DZA65_RS10510","HGI48_RS10095","HER17_RS11855"
"group_01709","WP_013317600.1","WP_024105609.1","WP_024108690.1","WP_161502547.1","DDA3937_RS09135","DZA65_RS09475","HGI48_RS09175","HER17_RS11565"
"group_01710","WP_013319006.1","WP_192989153.1","WP_024106891.1","WP_010280459.1","DDA3937_RS15725","DZA65_RS16890","HGI48_RS15810","HER17_RS05825"
"group_01711","WP_042318695.1","WP_161142940.1","WP_024109383.1","WP_010308584.1","DDA3937_RS21440","DZA65_RS22575","HGI48_RS21590","HER17_RS21725"
"group_01712","WP_042318410.1","WP_192988721.1","WP_046830407.1","WP_010306264.1","DDA3937_RS12525","DZA65_RS13030","HGI48_RS12580","HER17_RS09390"
"group_01713","WP_013319765.1","WP_024107579.1","WP_024107579.1","WP_010305981.1","DDA3937_RS19595","DZA65_RS20810","HGI48_RS19725","HER17_RS01725"
"group_01714","WP_013319067.1","WP_192989188.1","WP_024106942.1","WP_010309440.1","DDA3937_RS16045","DZA65_RS17250","HGI48_RS16165","HER17_RS05470"
"group_01715","WP_033112030.1","WP_192989265.1","WP_024107045.1","WP_010308544.1","DDA3937_RS16700","DZA65_RS17860","HGI48_RS16785","HER17_RS17775"
"group_01716","WP_033111526.1","WP_192990017.1","WP_024108095.1","WP_010300242.1","DDA3937_RS01285","DZA65_RS01310","HGI48_RS01265","HER17_RS20280"
"group_01717","WP_013319298.1","WP_192991547.1","WP_024107138.1","WP_010294960.1","DDA3937_RS17235","DZA65_RS18380","HGI48_RS17290","HER17_RS03885"
"group_01718","WP_013318361.1","WP_119875326.1","WP_024106316.1","WP_005970394.1","DDA3937_RS12770","DZA65_RS13300","HGI48_RS12835","HER17_RS08930"
"group_01719","WP_013318500.1","WP_024106474.1","WP_024106474.1","WP_010301679.1","DDA3937_RS13425","DZA65_RS13955","HGI48_RS13470","HER17_RS08220"
"group_01720","WP_013319210.1","WP_024107059.1","WP_024107059.1","WP_010305388.1","DDA3937_RS16780","DZA65_RS17925","HGI48_RS16850","HER17_RS04435"
"group_01721","WP_013319572.1","WP_024107374.1","WP_024109223.1","WP_010295427.1","DDA3937_RS18555","DZA65_RS19625","HGI48_RS18490","HER17_RS02640"
"group_01722","WP_013317529.1","WP_192991044.1","WP_024105556.1","WP_010294862.1","DDA3937_RS08810","DZA65_RS09200","HGI48_RS08885","HER17_RS13065"
"group_01723","WP_013319443.1","WP_038665766.1","WP_024107255.1","WP_010306328.1","DDA3937_RS17930","DZA65_RS19005","HGI48_RS17855","HER17_RS03285"
"group_01724","WP_033112007.1","WP_192989159.1","WP_024106899.1","WP_010302514.1","DDA3937_RS15775","DZA65_RS16940","HGI48_RS15860","HER17_RS05770"
"group_01725","WP_013319834.1","WP_192989665.1","WP_024107634.1","WP_010294572.1","DDA3937_RS19925","DZA65_RS21125","HGI48_RS20080","HER17_RS01310"
"group_01726","WP_013319909.1","WP_192989966.1","WP_024107707.1","WP_010283777.1","DDA3937_RS20370","DZA65_RS00885","HGI48_RS00830","HER17_RS20665"
"group_01727","WP_013319904.1","WP_192989973.1","WP_103415771.1","WP_029367985.1","DDA3937_RS20345","DZA65_RS00940","HGI48_RS00880","HER17_RS20625"
"group_01728","WP_013316640.1","WP_192990469.1","WP_024104777.1","WP_010305906.1","DDA3937_RS04585","DZA65_RS04465","HGI48_RS04545","HER17_RS17065"
"group_01729","WP_013319494.1","WP_192989444.1","WP_024107305.1","WP_039278243.1","DDA3937_RS18180","DZA65_RS19280","HGI48_RS18130","HER17_RS03005"
"group_01730","WP_012768295.1","WP_024107347.1","WP_024107347.1","WP_010300511.1","DDA3937_RS18425","DZA65_RS19495","HGI48_RS18355","HER17_RS02780"
"group_01731","WP_013316201.1","WP_192990169.1","WP_024104430.1","WP_010303066.1","DDA3937_RS02465","DZA65_RS02525","HGI48_RS02420","HER17_RS19035"
"group_01732","WP_013315799.1","WP_024108059.1","WP_024108059.1","WP_010296862.1","DDA3937_RS00450","DZA65_RS21930","HGI48_RS20945","HER17_RS00205"
"group_01733","WP_013319838.1","WP_192989667.1","WP_024107638.1","WP_010294602.1","DDA3937_RS19945","DZA65_RS21145","HGI48_RS20100","HER17_RS01250"
"group_01734","WP_013316367.1","WP_024104640.1","WP_024104640.1","WP_010301834.1","DDA3937_RS03305","DZA65_RS03490","HGI48_RS03445","HER17_RS17885"
"group_01735","WP_013319228.1","WP_192989283.1","WP_024107075.1","WP_010299848.1","DDA3937_RS16900","DZA65_RS18045","HGI48_RS16970","HER17_RS04325"
"group_01736","WP_013317734.1","WP_192991165.1","WP_024105724.1","WP_039472703.1","DDA3937_RS09755","DZA65_RS10080","HGI48_RS09770","HER17_RS12200"
"group_01737","WP_013319908.1","WP_192989967.1","WP_024107706.1","WP_010298623.1","DDA3937_RS20365","DZA65_RS00890","HGI48_RS00835","HER17_RS20660"
"group_01738","WP_013319076.1","WP_024106951.1","WP_024106951.1","WP_010306171.1","DDA3937_RS16115","DZA65_RS17335","HGI48_RS16240","HER17_RS05395"
"group_01739","WP_013319124.1","WP_024109130.1","WP_024106986.1","WP_010306189.1","DDA3937_RS16365","DZA65_RS17550","HGI48_RS16465","HER17_RS05370"
"group_01740","WP_171851016.1","WP_192988826.1","WP_024106472.1","WP_172645005.1","DDA3937_RS13415","DZA65_RS13945","HGI48_RS13460","HER17_RS08230"
"group_01741","WP_013318507.1","WP_192988831.1","WP_024106481.1","WP_010301656.1","DDA3937_RS13460","DZA65_RS13990","HGI48_RS13505","HER17_RS08185"
"group_01742","WP_013319805.1","WP_192989647.1","WP_024109284.1","WP_010294510.1","DDA3937_RS19795","DZA65_RS20995","HGI48_RS19950","HER17_RS01445"
"group_01743","WP_013316976.1","WP_024105082.1","WP_024105082.1","WP_010285409.1","DDA3937_RS06220","DZA65_RS06610","HGI48_RS06265","HER17_RS15195"
"group_01744","WP_013320133.1","WP_024107905.1","WP_024107905.1","WP_010308605.1","DDA3937_RS21450","DZA65_RS22560","HGI48_RS21580","HER17_RS21695"
"group_01745","WP_013319840.1","WP_161132511.1","WP_024107640.1","WP_010294606.1","DDA3937_RS19955","DZA65_RS21155","HGI48_RS20110","HER17_RS01240"
"group_01746","WP_013319020.1","WP_192989161.1","WP_024106902.1","WP_010302518.1","DDA3937_RS15790","DZA65_RS16955","HGI48_RS15875","HER17_RS05755"
"group_01747","WP_013317687.1","WP_192991132.1","WP_024105681.1","WP_010306421.1","DDA3937_RS09510","DZA65_RS09840","HGI48_RS09525","HER17_RS12455"
"group_01748","WP_033112166.1","WP_192989851.1","WP_024107887.1","WP_161502046.1","DDA3937_RS21330","DZA65_RS22655","HGI48_RS21670","HER17_RS01570"
"group_01749","WP_013320095.1","WP_192989864.1","WP_024109369.1","WP_010296507.1","DDA3937_RS21270","DZA65_RS00030","HGI48_RS00040","HER17_RS21305"
"group_01750","WP_013316790.1","WP_024104921.1","WP_024104921.1","WP_010298465.1","DDA3937_RS05310","DZA65_RS05695","HGI48_RS05395","HER17_RS16170"
"group_01751","WP_013318035.1","WP_024106010.1","WP_024106010.1","WP_010295265.1","DDA3937_RS11180","DZA65_RS11550","HGI48_RS11205","HER17_RS11215"
"group_01752","WP_013317726.1","WP_171851437.1","WP_024105716.1","WP_010301046.1","DDA3937_RS09715","DZA65_RS10035","HGI48_RS09725","HER17_RS12250"
"group_01753","WP_033111540.1","WP_192990056.1","WP_024104273.1","WP_010297420.1","DDA3937_RS01735","DZA65_RS01705","HGI48_RS01630","HER17_RS19830"
"group_01754","WP_013319191.1","WP_192989264.1","WP_024107044.1","WP_010308548.1","DDA3937_RS16695","DZA65_RS17855","HGI48_RS16780","HER17_RS17770"
"group_01755","WP_013316752.1","WP_161132144.1","WP_024104877.1","WP_010296404.1","DDA3937_RS05125","DZA65_RS05465","HGI48_RS05125","HER17_RS16325"
"group_01756","WP_013319181.1","WP_161132002.1","WP_024107034.1","WP_010306965.1","DDA3937_RS16645","DZA65_RS17805","HGI48_RS16715","HER17_RS04555"
"group_01757","WP_013318874.1","WP_192989063.1","WP_024106738.1","WP_180890144.1","DDA3937_RS15100","DZA65_RS15985","HGI48_RS15180","HER17_RS06480"
"group_01758","WP_013319168.1","WP_192989244.1","WP_024107022.1","WP_014916404.1","DDA3937_RS16580","DZA65_RS17740","HGI48_RS16650","HER17_RS04655"
"group_01759","WP_013319303.1","WP_192989331.1","WP_024107142.1","WP_010294986.1","DDA3937_RS17255","DZA65_RS18400","HGI48_RS17310","HER17_RS03840"
"group_01760","WP_013317220.1","WP_192991429.1","WP_024105241.1","WP_010298365.1","DDA3937_RS07385","DZA65_RS07760","HGI48_RS07250","HER17_RS14230"
"group_01761","WP_013317803.1","WP_192991213.1","WP_024105813.1","WP_180889986.1","DDA3937_RS10090","DZA65_RS10535","HGI48_RS10120","HER17_RS11815"
"group_01762","WP_013319896.1","WP_192989979.1","WP_024107694.1","WP_010298656.1","DDA3937_RS20305","DZA65_RS00980","HGI48_RS00920","HER17_RS20585"
"group_01763","WP_013319312.1","WP_192989337.1","WP_024109179.1","WP_010294998.1","DDA3937_RS17300","DZA65_RS18435","HGI48_RS17345","HER17_RS03810"
"group_01764","WP_013317688.1","WP_192991133.1","WP_162928378.1","WP_039472656.1","DDA3937_RS09515","DZA65_RS09845","HGI48_RS09530","HER17_RS12450"
"group_01765","WP_005969424.1","WP_005969424.1","WP_005969424.1","WP_005969424.1","DDA3937_RS19620","DZA65_RS20840","HGI48_RS19750","HER17_RS01700"
"group_01766","WP_013316945.1","WP_024105058.1","WP_024105058.1","WP_010301568.1","DDA3937_RS06075","DZA65_RS06470","HGI48_RS06120","HER17_RS15405"
"group_01767","WP_033112331.1","WP_024109950.1","WP_024106139.1","WP_010300883.1","DDA3937_RS11810","DZA65_RS12385","HGI48_RS11840","HER17_RS09905"
"group_01768","WP_013317605.1","WP_161132742.1","WP_024108692.1","WP_010294811.1","DDA3937_RS09160","DZA65_RS09500","HGI48_RS09200","HER17_RS12950"
"group_01769","WP_013317012.1","WP_192990705.1","WP_024105115.1","WP_010299171.1","DDA3937_RS06425","DZA65_RS06815","HGI48_RS06470","HER17_RS14975"
"group_01770","WP_013316337.1","WP_192990291.1","WP_024108213.1","WP_010300039.1","DDA3937_RS03150","DZA65_RS03320","HGI48_RS03325","HER17_RS18120"
"group_01771","WP_013317527.1","WP_161132218.1","WP_024105554.1","WP_010294867.1","DDA3937_RS08800","DZA65_RS09190","HGI48_RS08875","HER17_RS13075"
"group_01772","WP_013316266.1","WP_192990213.1","WP_024104493.1","WP_010298844.1","DDA3937_RS02770","DZA65_RS02900","HGI48_RS02745","HER17_RS18775"
"group_01773","WP_013316007.1","WP_022631820.1","WP_022631820.1","WP_010296638.1","DDA3937_RS01535","DZA65_RS01515","HGI48_RS01450","HER17_RS20055"
"group_01774","WP_013319221.1","WP_161131695.1","WP_024107069.1","WP_010299815.1","DDA3937_RS16865","DZA65_RS18010","HGI48_RS16935","HER17_RS04360"
"group_01775","WP_013318400.1","WP_192988772.1","WP_024106349.1","WP_029367849.1","DDA3937_RS12940","DZA65_RS13475","HGI48_RS13015","HER17_RS08845"
"group_01776","WP_013316974.1","WP_192990678.1","WP_024105080.1","WP_039472507.1","DDA3937_RS06210","DZA65_RS06600","HGI48_RS06255","HER17_RS15205"
"group_01777","WP_013316750.1","WP_192990544.1","WP_026594670.1","WP_010284816.1","DDA3937_RS05115","DZA65_RS05455","HGI48_RS05115","HER17_RS16335"
"group_01778","WP_042318206.1","WP_192990667.1","WP_026594686.1","WP_029368027.1","DDA3937_RS06145","DZA65_RS06535","HGI48_RS06190","HER17_RS15270"
"group_01779","WP_013319005.1","WP_192989152.1","WP_024106890.1","WP_010302493.1","DDA3937_RS15720","DZA65_RS16885","HGI48_RS15805","HER17_RS05830"
"group_01780","WP_042318249.1","WP_192991431.1","WP_024105273.1","WP_010298437.1","DDA3937_RS07540","DZA65_RS07915","HGI48_RS07405","HER17_RS14095"
"group_01781","WP_013319711.1","WP_024107528.1","WP_024107528.1","WP_010296984.1","DDA3937_RS19340","DZA65_RS20560","HGI48_RS19440","HER17_RS02010"
"group_01782","WP_013320130.1","WP_192989839.1","WP_024107902.1","WP_010308581.1","DDA3937_RS21435","DZA65_RS22580","HGI48_RS21595","HER17_RS21730"
"group_01783","WP_033111699.1","WP_024105051.1","WP_024105051.1","WP_005976214.1","DDA3937_RS06040","DZA65_RS06435","HGI48_RS06085","HER17_RS15450"
"group_01784","WP_033112348.1","WP_192991510.1","WP_026594772.1","WP_010301661.1","DDA3937_RS13450","DZA65_RS13980","HGI48_RS13495","HER17_RS08195"
"group_01785","WP_013315888.1","WP_192989713.1","WP_024104147.1","WP_010281538.1","DDA3937_RS00880","DZA65_RS21540","HGI48_RS20495","HER17_RS00815"
"group_01786","WP_013319849.1","WP_192989671.1","WP_024107647.1","WP_010294624.1","DDA3937_RS20020","DZA65_RS21210","HGI48_RS20165","HER17_RS01195"
"group_01787","WP_013318244.1","WP_192988682.1","WP_024106216.1","WP_010310069.1","DDA3937_RS12210","DZA65_RS12740","HGI48_RS12300","HER17_RS09745"
"group_01788","WP_013318057.1","WP_024106030.1","WP_024110016.1","WP_010299942.1","DDA3937_RS11285","DZA65_RS11665","HGI48_RS11320","HER17_RS11330"
"group_01789","WP_033112130.1","WP_024110296.1","WP_024107652.1","WP_010294633.1","DDA3937_RS20045","DZA65_RS21235","HGI48_RS20190","HER17_RS01170"
"group_01790","WP_013316860.1","WP_192990622.1","WP_024104984.1","WP_010304566.1","DDA3937_RS05670","DZA65_RS06040","HGI48_RS05715","HER17_RS15815"
"group_01791","WP_013319571.1","WP_192989490.1","WP_024107373.1","WP_010295426.1","DDA3937_RS18550","DZA65_RS19620","HGI48_RS18485","HER17_RS02645"
"group_01792","WP_013317673.1","WP_192991123.1","WP_024105667.1","WP_010306645.1","DDA3937_RS09445","DZA65_RS09775","HGI48_RS09465","HER17_RS12515"
"group_01793","WP_013318307.1","WP_192991494.1","WP_024106270.1","WP_010306270.1","DDA3937_RS12510","DZA65_RS13015","HGI48_RS12565","HER17_RS09405"
"group_01794","WP_012770778.1","WP_012770778.1","WP_012770778.1","WP_005975981.1","DDA3937_RS05425","DZA65_RS05810","HGI48_RS05485","HER17_RS16040"
"group_01795","WP_013317034.1","WP_192990719.1","WP_024105138.1","WP_103941610.1","DDA3937_RS06550","DZA65_RS06950","HGI48_RS06600","HER17_RS14815"
"group_01796","WP_013315946.1","WP_024104193.1","WP_026594607.1","WP_010301765.1","DDA3937_RS01195","DZA65_RS01235","HGI48_RS01190","HER17_RS20360"
"group_01797","WP_013319292.1","WP_192989326.1","WP_024107133.1","WP_010294953.1","DDA3937_RS17205","DZA65_RS18350","HGI48_RS17260","HER17_RS03915"
"group_01798","WP_013317177.1","WP_192990933.1","WP_024105463.1","WP_029368761.1","DDA3937_RS07185","DZA65_RS08650","HGI48_RS08055","HER17_RS06240"
"group_01799","WP_013317709.1","WP_024105699.1","WP_024105699.1","WP_010295057.1","DDA3937_RS09625","DZA65_RS09945","HGI48_RS09635","HER17_RS03690"
"group_01800","WP_012885398.1","WP_024106597.1","WP_024106597.1","WP_005969846.1","DDA3937_RS14330","DZA65_RS14980","HGI48_RS14305","HER17_RS07130"
"group_01801","WP_013318046.1","WP_192988550.1","WP_024106020.1","WP_010299921.1","DDA3937_RS11235","DZA65_RS11615","HGI48_RS11270","HER17_RS11285"
"group_01802","WP_013317342.1","WP_192990879.1","WP_024105391.1","WP_010308938.1","DDA3937_RS07950","DZA65_RS08300","HGI48_RS07705","HER17_RS00735"
"group_01803","WP_013316948.1","WP_192990661.1","WP_024105061.1","WP_010301621.1","DDA3937_RS06090","DZA65_RS06485","HGI48_RS06135","HER17_RS15330"
"group_01804","WP_013319892.1","WP_024109308.1","WP_024109308.1","WP_010298665.1","DDA3937_RS20280","DZA65_RS01005","HGI48_RS00945","HER17_RS20560"
"group_01805","WP_013319941.1","WP_024109318.1","WP_024109318.1","WP_010300728.1","DDA3937_RS20540","DZA65_RS00730","HGI48_RS00675","HER17_RS20855"
"group_01806","WP_013319751.1","WP_192989609.1","WP_024107566.1","WP_010297110.1","DDA3937_RS19525","DZA65_RS20740","HGI48_RS19655","HER17_RS01800"
"group_01807","WP_033112318.1","WP_192991470.1","WP_081634336.1","WP_010295991.1","DDA3937_RS10745","DZA65_RS11200","HGI48_RS10725","HER17_RS10590"
"group_01808","WP_013317759.1","WP_024105750.1","WP_103415936.1","WP_010309617.1","DDA3937_RS09885","DZA65_RS10230","HGI48_RS09895","HER17_RS12055"
"group_01809","WP_013320129.1","WP_192989840.1","WP_024107901.1","WP_010302446.1","DDA3937_RS21430","DZA65_RS22585","HGI48_RS21600","HER17_RS21735"
"group_01810","WP_013319243.1","WP_024107088.1","WP_024107088.1","WP_010309072.1","DDA3937_RS16970","DZA65_RS18110","HGI48_RS17035","HER17_RS04200"
"group_01811","WP_013318728.1","WP_192988944.1","WP_024106615.1","WP_010298523.1","DDA3937_RS14415","DZA65_RS15315","HGI48_RS14385","HER17_RS07040"
"group_01812","WP_013318182.1","WP_161132896.1","WP_024108833.1","WP_010308800.1","DDA3937_RS11915","DZA65_RS12455","HGI48_RS12005","HER17_RS09785"
"group_01813","WP_013319559.1","WP_192989483.1","WP_024107361.1","WP_029368263.1","DDA3937_RS18495","DZA65_RS19555","HGI48_RS18420","HER17_RS02710"
"group_01814","WP_013318476.1","WP_024106451.1","WP_024106451.1","WP_014915881.1","DDA3937_RS13300","DZA65_RS13835","HGI48_RS13350","HER17_RS08355"
"group_01815","WP_013319828.1","WP_192989660.1","WP_024107628.1","WP_010294553.1","DDA3937_RS19895","DZA65_RS21095","HGI48_RS20050","HER17_RS01345"
"group_01816","WP_013316716.1","WP_024104843.1","WP_024104843.1","WP_010282867.1","DDA3937_RS04940","DZA65_RS05285","HGI48_RS04950","HER17_RS16590"
"group_01817","WP_013316708.1","WP_161132160.1","WP_024104838.1","WP_010299683.1","DDA3937_RS04915","DZA65_RS05260","HGI48_RS04925","HER17_RS16610"
"group_01818","WP_013315948.1","WP_192990012.1","WP_024104196.1","WP_029368423.1","DDA3937_RS01210","DZA65_RS01250","HGI48_RS01205","HER17_RS20345"
"group_01819","WP_013315940.1","WP_192990007.1","WP_024108089.1","WP_010301746.1","DDA3937_RS01165","DZA65_RS01205","HGI48_RS01160","HER17_RS20390"
"group_01820","WP_033111920.1","WP_192991496.1","WP_026594763.1","WP_029368499.1","DDA3937_RS12575","DZA65_RS13085","HGI48_RS12630","HER17_RS09290"
"group_01821","WP_013318435.1","WP_024106381.1","WP_024106381.1","WP_010297224.1","DDA3937_RS13120","DZA65_RS13655","HGI48_RS13185","HER17_RS08650"
"group_01822","WP_013318326.1","WP_192988728.1","WP_024106290.1","WP_010302281.1","DDA3937_RS12605","DZA65_RS13120","HGI48_RS12665","HER17_RS09255"
"group_01823","WP_012768105.1","WP_161133056.1","WP_024107518.1","WP_005970274.1","DDA3937_RS19255","DZA65_RS20475","HGI48_RS19355","HER17_RS02095"
"group_01824","WP_033111701.1","WP_192990662.1","WP_024105063.1","WP_010309031.1","DDA3937_RS06100","DZA65_RS06495","HGI48_RS06145","HER17_RS15315"
"group_01825","WP_013316901.1","WP_024105017.1","WP_024105017.1","WP_010301277.1","DDA3937_RS05860","DZA65_RS06240","HGI48_RS05905","HER17_RS15610"
